Breakdown of individual trades US
Name of Issuer Date Time (EST)
Identity code of 
the financial 
instrument 
Currency Price Quantity bought Exchange Venue Reference number of the transaction 
Coca-Cola Europacific Partners PLC 08/09/2026 09:47:01 GB00BDCPN049 USD $107.0500 40 MEMX VHTG709920260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:47:01 GB00BDCPN049 USD $107.0400 100 NASD VHTG710020260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:47:17 GB00BDCPN049 USD $107.0900 187 NASD VHTG714120260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:47:30 GB00BDCPN049 USD $107.0400 79 NASD VHTG719020260908E
# Classification - Internal
Coca-Cola Europacific Partners PLC 08/09/2026 09:49:14 GB00BDCPN049 USD $107.0300 10 NASD VHTG792020260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:49:20 GB00BDCPN049 USD $107.0200 17 NASD VHTG805820260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:49:20 GB00BDCPN049 USD $107.0300 10 NASD VHTG805720260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:49:25 GB00BDCPN049 USD $107.0000 20 NYSE VHTG807820260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:49:50 GB00BDCPN049 USD $106.9900 1 BATS VHTG828520260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:49:50 GB00BDCPN049 USD $106.9900 1 BATS VHTG828720260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:49:50 GB00BDCPN049 USD $106.9900 27 NASD VHTG828420260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:49:50 GB00BDCPN049 USD $106.9900 23 NASD VHTG828620260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:49:50 GB00BDCPN049 USD $106.9900 23 NASD VHTG828820260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:49:59 GB00BDCPN049 USD $106.9700 13 BAML VHTG837420260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:49:59 GB00BDCPN049 USD $106.9700 20 NASD VHTG837620260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:49:59 GB00BDCPN049 USD $106.9700 5 NASD VHTG837720260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:49:59 GB00BDCPN049 USD $106.9700 95 NASD VHTG837820260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:49:59 GB00BDCPN049 USD $106.9700 12 UBSS VHTG837520260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:51:22 GB00BDCPN049 USD $107.2100 11 NASD VHTG926220260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:51:57 GB00BDCPN049 USD $107.3000 31 IEXG VHTG946320260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:52:04 GB00BDCPN049 USD $107.3100 43 IEXG VHTG948220260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:52:04 GB00BDCPN049 USD $107.3100 4 UBSS VHTG948020260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:52:18 GB00BDCPN049 USD $107.3600 4 UBSS VHTG951520260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:52:24 GB00BDCPN049 USD $107.3700 25 IEXG VHTG955720260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:52:31 GB00BDCPN049 USD $107.4400 18 IEXG VHTG969220260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:52:36 GB00BDCPN049 USD $107.4600 4 UBSS VHTG970220260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:52:40 GB00BDCPN049 USD $107.4600 25 IEXG VHTG971620260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:52:40 GB00BDCPN049 USD $107.4600 25 IEXG VHTG971720260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:52:40 GB00BDCPN049 USD $107.4600 19 IEXG VHTG971820260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:52:55 GB00BDCPN049 USD $107.4600 25 IEXG VHTG976020260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:52:55 GB00BDCPN049 USD $107.4600 11 IEXG VHTG976120260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:52:55 GB00BDCPN049 USD $107.4600 25 IEXG VHTG976220260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:52:55 GB00BDCPN049 USD $107.4600 17 IEXG VHTG976320260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:53:05 GB00BDCPN049 USD $107.4550 2 NASD VHTG981020260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:53:05 GB00BDCPN049 USD $107.4550 3 NASD VHTG981120260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:53:05 GB00BDCPN049 USD $107.4550 4 UBSS VHTG981220260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:53:10 GB00BDCPN049 USD $107.4550 25 IEXG VHTG982920260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:53:10 GB00BDCPN049 USD $107.4550 7 IEXG VHTG983020260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:53:10 GB00BDCPN049 USD $107.4550 40 IEXG VHTG983120260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:53:33 GB00BDCPN049 USD $107.4450 43 IEXG VHTG989820260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:53:33 GB00BDCPN049 USD $107.4450 40 IEXG VHTG989920260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:53:36 GB00BDCPN049 USD $107.4400 36 UBSS VHTG991920260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:53:46 GB00BDCPN049 USD $107.4400 2 NASD VHTG994320260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:54:41 GB00BDCPN049 USD $107.4800 9 BAML VHTG1014920260908E
Coca-Cola Europacific Partners PLC 08/09/2026 09:54:41 GB00BDCPN049 USD $107.4800 3 BAML VHTG1015320260908E
Coca-Cola Europacif
