Breakdown of individual trades US
Name of Issuer Date Time (EST)
Identity code of 
the financial 
instrument 
Currency Price Quantity bought Exchange Venue Reference number of the transaction 
Coca-Cola Europacific Partners PLC 14/09/2026 10:02:47 GB00BDCPN049 USD $104.7300 13 UBSS VHTG1406420260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:02:59 GB00BDCPN049 USD $104.7300 13 UBSS VHTG1412820260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:02:59 GB00BDCPN049 USD $104.7300 13 UBSS VHTG1412920260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:02:59 GB00BDCPN049 USD $104.7300 13 UBSS VHTG1413020260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:03:09 GB00BDCPN049 USD $104.7000 40 BATS VHTG1418620260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:03:09 GB00BDCPN049 USD $104.6800 40 PCSE VHTG1419020260914E
# Classification - Internal
Coca-Cola Europacific Partners PLC 14/09/2026 10:03:09 GB00BDCPN049 USD $104.7000 25 UBSS VHTG1418720260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:03:09 GB00BDCPN049 USD $104.7000 5 UBSS VHTG1418820260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:03:09 GB00BDCPN049 USD $104.7000 70 UBSS VHTG1418920260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:03:10 GB00BDCPN049 USD $104.6600 40 MEMX VHTG1419720260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:03:24 GB00BDCPN049 USD $104.6400 40 NASD VHTG1430320260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:03:24 GB00BDCPN049 USD $104.6200 37 PCSE VHTG1430420260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:04:57 GB00BDCPN049 USD $104.5600 20 NASD VHTG1504520260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:05:19 GB00BDCPN049 USD $104.5400 20 NYSE VHTG1518520260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:06:22 GB00BDCPN049 USD $104.5600 6 UBSS VHTG1555020260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:06:34 GB00BDCPN049 USD $104.5600 13 UBSS VHTG1561220260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:06:34 GB00BDCPN049 USD $104.5600 13 UBSS VHTG1561320260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:06:34 GB00BDCPN049 USD $104.5600 11 UBSS VHTG1561420260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:06:36 GB00BDCPN049 USD $104.5600 37 UBSS VHTG1561820260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:07:51 GB00BDCPN049 USD $104.6300 35 JPMX VHTG1603720260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:07:51 GB00BDCPN049 USD $104.6300 20 UBSS VHTG1603420260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:07:51 GB00BDCPN049 USD $104.6300 20 UBSS VHTG1603520260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:07:51 GB00BDCPN049 USD $104.6300 72 UBSS VHTG1603620260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:08:01 GB00BDCPN049 USD $104.6200 40 BAML VHTG1607220260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:08:18 GB00BDCPN049 USD $104.6000 40 PCSE VHTG1617120260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:08:24 GB00BDCPN049 USD $104.5800 60 EPRL VHTG1619520260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:08:27 GB00BDCPN049 USD $104.5600 1 BATS VHTG1622020260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:08:27 GB00BDCPN049 USD $104.5600 59 BATS VHTG1622120260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:09:10 GB00BDCPN049 USD $104.5300 1 BATS VHTG1644620260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:09:10 GB00BDCPN049 USD $104.5300 39 BATS VHTG1644720260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:09:10 GB00BDCPN049 USD $104.5300 107 UBSS VHTG1644820260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:09:13 GB00BDCPN049 USD $104.5100 1 TXSE VHTG1646920260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:10:17 GB00BDCPN049 USD $104.5900 20 PCSE VHTG1693520260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:10:28 GB00BDCPN049 USD $104.5700 2 UBSS VHTG1700320260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:11:05 GB00BDCPN049 USD $104.6500 6 UBSS VHTG1716520260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:11:15 GB00BDCPN049 USD $104.6150 36 UBSS VHTG1720320260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:11:21 GB00BDCPN049 USD $104.6100 2 MEMX VHTG1723220260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:11:28 GB00BDCPN049 USD $104.6100 18 MEMX VHTG1727720260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:11:28 GB00BDCPN049 USD $104.6100 20 MEMX VHTG1727820260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:11:36 GB00BDCPN049 USD $104.5900 6 MEMX VHTG1732120260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:11:36 GB00BDCPN049 USD $104.5900 34 MEMX VHTG1732220260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:11:44 GB00BDCPN049 USD $104.5700 20 NASD VHTG1735020260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:12:09 GB00BDCPN049 USD $104.5700 12 UBSS VHTG1745320260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:12:26 GB00BDCPN049 USD $104.5700 13 UBSS VHTG1754720260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:12:26 GB00BDCPN049 USD $104.5700 13 UBSS VHTG1754820260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:12:26 GB00BDCPN049 USD $104.5700 10 UBSS VHTG1754920260914E
Coca-Cola Europacific Partners PLC 14/09/2026 10:1
