Breakdown of individual trades US
Name of Issuer Date Time (EST)
Identity code of 
the financial 
instrument Currency Price Quantity bought Exchange Venue Reference number of the transaction 
Coca-Cola Europacific Partners PLC 27/07/2026 09:35:38 GB00BDCPN049 USD $106.3400 26 NASD VHTG223520260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:35:38 GB00BDCPN049 USD $106.3700 47 NASD VHTG223620260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:35:38 GB00BDCPN049 USD $106.3700 27 NASD VHTG223720260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:36:01 GB00BDCPN049 USD $106.4000 25 BATS VHTG226520260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:36:01 GB00BDCPN049 USD $106.4000 25 BATS VHTG226720260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:36:01 GB00BDCPN049 USD $106.4000 25 BATS VHTG226820260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:36:01 GB00BDCPN049 USD $106.3700 19 NASD VHTG227020260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:36:01 GB00BDCPN049 USD $106.3800 25 NASD VHTG227120260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:36:01 GB00BDCPN049 USD $106.3900 25 NASD VHTG226920260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:36:01 GB00BDCPN049 USD $106.4000 25 NASD VHTG226620260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:36:01 GB00BDCPN049 USD $106.4200 20 PCSE VHTG226420260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:37:02 GB00BDCPN049 USD $106.4000 25 NASD VHTG240820260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:37:02 GB00BDCPN049 USD $106.4000 25 NASD VHTG240920260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:37:02 GB00BDCPN049 USD $106.4000 25 NASD VHTG241020260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:37:02 GB00BDCPN049 USD $106.4000 25 NASD VHTG241120260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:37:08 GB00BDCPN049 USD $106.3500 20 NASD VHTG243220260727E
