Breakdown of individual trades US
Name of Issuer Date Time (EST)
Identity code of 
the financial 
instrument Currency Price Quantity bought Exchange Venue Reference number of the transaction 
Coca-Cola Europacific Partners PLC 20/07/2026 09:42:52 GB00BDCPN049 USD $105.3900 25 BATS VHTG538620260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:42:52 GB00BDCPN049 USD $105.3900 25 BATS VHTG538720260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:42:52 GB00BDCPN049 USD $105.3900 10 BATS VHTG539320260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:42:52 GB00BDCPN049 USD $105.4000 49 UBSS VHTG538520260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:42:55 GB00BDCPN049 USD $105.3600 25 PCSE VHTG540220260720E
# Classification - Internal
Coca-Cola Europacific Partners PLC 20/07/2026 09:42:55 GB00BDCPN049 USD $105.3600 15 PCSE VHTG540320260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:42:58 GB00BDCPN049 USD $105.2700 25 BATS VHTG541620260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:42:58 GB00BDCPN049 USD $105.2700 15 BATS VHTG541720260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:42:58 GB00BDCPN049 USD $105.2300 25 PCSE VHTG541820260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:42:58 GB00BDCPN049 USD $105.2300 25 PCSE VHTG541920260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:43:37 GB00BDCPN049 USD $105.1000 22 BAML VHTG552120260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:43:46 GB00BDCPN049 USD $105.1100 44 JPMX VHTG557920260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:43:53 GB00BDCPN049 USD $105.1000 34 BAML VHTG560420260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:44:01 GB00BDCPN049 USD $105.0700 20 BATS VHTG564820260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:44:01 GB00BDCPN049 USD $105.0400 5 NASD VHTG564920260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:44:01 GB00BDCPN049 USD $105.0400 5 NASD VHTG565020260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:44:01 GB00BDCPN049 USD $105.0400 5 NASD VHTG565120260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:44:01 GB00BDCPN049 USD $105.0400 5 NASD VHTG565220260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:44:02 GB00BDCPN049 USD $105.0000 71 UBSS VHTG565520260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:44:15 GB00BDCPN049 USD $104.9900 40 PCSE VHTG570120260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:44:30 GB00BDCPN049 USD $105.0400 7 UBSS VHTG573320260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:44:46 GB00BDCPN049 USD $104.9900 40 NASD VHTG578220260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:44:55 GB00BDCPN049 USD $105.0100 20 UBSS VHTG585820260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:44:58 GB00BDCPN049 USD $105.0100 20 UBSS VHTG586420260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:44:58 GB00BDCPN049 USD $105.0100 1 UBSS VHTG586520260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:44:58 GB00BDCPN049 USD $105.0150 20 UBSS VHTG586320260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:45:05 GB00BDCPN049 USD $105.0900 65 UBSS VHTG592220260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:45:12 GB00BDCPN049 USD $105.0900 42 BAML VHTG593220260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:45:26 GB00BDCPN049 USD $105.0900 20 UBSS VHTG624920260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:45:26 GB00BDCPN049 USD $105.0900 29 UBSS VHTG625020260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:45:39 GB00BDCPN049 USD $105.1100 2 UBSS VHTG628220260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:45:39 GB00BDCPN049 USD $105.1100 13 UBSS VHTG628320260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:45:39 GB00BDCPN049 USD $105.1100 14 UBSS VHTG628420260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:45:39 GB00BDCPN049 USD $105.1100 11 UBSS VHTG628520260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:45:41 GB00BDCPN049 USD $105.0200 40 NYSE VHTG629820260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:45:41 GB00BDCPN049 USD $105.0500 40 PCSE VHTG629720260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:46:21 GB00BDCPN049 USD $105.1100 68 UBSS VHTG640020260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:46:21 GB00BDCPN049 USD $105.1100 54 UBSS VHTG640120260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:46:36 GB00BDCPN049 USD $105.1800 20 PCSE VHTG644520260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:46:36 GB00BDCPN049 USD $105.1800 20 PCSE VHTG644620260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:46:36 GB00BDCPN049 USD $105.1900 39 UBSS VHTG644420260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:46:49 GB00BDCPN049 USD $105.1600 32 UBSS VHTG648320260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:46:56 GB00BDCPN049 USD $105.1600 23 BAML VHTG650920260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:46:56 GB00BDCPN049 USD $105.1300 20 PCSE VHTG650720260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:46:56 GB00BDCPN049 USD $105.1300 5 PCSE VHTG650820260720E
Coca-Cola Europacific Partners PLC 20/07/2026 09:47:01 GB00BDCPN049 USD $105.1300 15 PCSE VHTG652220260720E
Coca-Cola Europacific Partners PLC 20/
