Breakdown of individual trades US
Name of Issuer Date Time (EST)
Identity code of 
the financial 
instrument Currency Price Quantity bought Exchange Venue Reference number of the transaction 
Coca-Cola Europacific Partners PLC 10/08/2026 10:15:24 GB00BDCPN049 USD $106.1000 10 BAML VHTG1152820260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:15:53 GB00BDCPN049 USD $106.1600 40 UBSS VHTG1173220260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:16:15 GB00BDCPN049 USD $106.1500 42 BAML VHTG1179720260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:16:41 GB00BDCPN049 USD $106.1500 43 BAML VHTG1185620260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:17:59 GB00BDCPN049 USD $106.2000 13 UBSS VHTG1210720260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:17:59 GB00BDCPN049 USD $106.2000 13 UBSS VHTG1210820260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:17:59 GB00BDCPN049 USD $106.2000 13 UBSS VHTG1210920260810E
# Classification - Internal
Coca-Cola Europacific Partners PLC 10/08/2026 10:17:59 GB00BDCPN049 USD $106.2000 13 UBSS VHTG1211020260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:17:59 GB00BDCPN049 USD $106.2000 13 UBSS VHTG1211120260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:17:59 GB00BDCPN049 USD $106.2000 13 UBSS VHTG1211220260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:17:59 GB00BDCPN049 USD $106.2000 9 UBSS VHTG1211320260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:18:05 GB00BDCPN049 USD $106.1700 25 BATS VHTG1213520260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:18:05 GB00BDCPN049 USD $106.1700 25 BATS VHTG1213620260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:18:05 GB00BDCPN049 USD $106.1700 10 BATS VHTG1213720260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:18:05 GB00BDCPN049 USD $106.1600 100 UBSS VHTG1213820260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:18:05 GB00BDCPN049 USD $106.2000 13 UBSS VHTG1212720260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:18:05 GB00BDCPN049 USD $106.2000 13 UBSS VHTG1212820260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:18:05 GB00BDCPN049 USD $106.2000 13 UBSS VHTG1212920260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:18:05 GB00BDCPN049 USD $106.2000 1 UBSS VHTG1213020260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:19:52 GB00BDCPN049 USD $106.4100 20 UBSS VHTG1244520260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:20:15 GB00BDCPN049 USD $106.4200 100 UBSS VHTG1252020260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:20:26 GB00BDCPN049 USD $106.4200 13 EPRL VHTG1254920260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:20:49 GB00BDCPN049 USD $106.4000 25 BATS VHTG1266920260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:20:55 GB00BDCPN049 USD $106.4000 15 BATS VHTG1268220260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:21:08 GB00BDCPN049 USD $106.4200 25 PCSE VHTG1272620260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:21:08 GB00BDCPN049 USD $106.4200 15 PCSE VHTG1272720260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:21:23 GB00BDCPN049 USD $106.4000 25 PCSE VHTG1277720260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:21:23 GB00BDCPN049 USD $106.4000 25 PCSE VHTG1277820260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:21:23 GB00BDCPN049 USD $106.4000 10 PCSE VHTG1277920260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:21:27 GB00BDCPN049 USD $106.3800 25 BATS VHTG1281020260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:21:27 GB00BDCPN049 USD $106.3800 15 BATS VHTG1281120260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:21:27 GB00BDCPN049 USD $106.3300 25 PCSE VHTG1281520260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:21:27 GB00BDCPN049 USD $106.3300 25 PCSE VHTG1281620260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:21:27 GB00BDCPN049 USD $106.3300 10 PCSE VHTG1281720260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:21:27 GB00BDCPN049 USD $106.3500 20 PCSE VHTG1281220260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:21:27 GB00BDCPN049 USD $106.3500 5 PCSE VHTG1281320260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:21:27 GB00BDCPN049 USD $106.3500 15 PCSE VHTG1281420260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:21:50 GB00BDCPN049 USD $106.2300 20 PCSE VHTG1286120260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:21:50 GB00BDCPN049 USD $106.2500 20 PCSE VHTG1286020260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:23:28 GB00BDCPN049 USD $106.2900 25 NYSE VHTG1328320260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:23:35 GB00BDCPN049 USD $106.2900 15 NYSE VHTG1330820260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:25:21 GB00BDCPN049 USD $106.3800 24 UBSS VHTG1376220260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:25:35 GB00BDCPN049 USD $106.3450 8 BAML VHTG1379520260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:25:35 GB00BDCPN049 USD $106.3450 9 CGXS VHTG1379620260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:25:35 GB00BDCPN049 USD $106.3450 23 UBSS VHTG1379720260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:25:46 GB00BDCPN049 USD $106.3300 5 NASD VHTG1382720260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:25:46 GB00BDCPN049 USD $106.3300 20 NASD VHTG1382820260810E
Coca-Cola Europacific Partners PLC 10/08/2026 10:25:46 GB00BDCPN049 USD $106.3300 25 NASD
