Breakdown of individual trades US
Name of Issuer Date Time (EST)
Identity code of 
the financial 
instrument 
Currency Price Quantity bought Exchange Venue Reference number of the transaction 
Coca-Cola Europacific Partners PLC 31/08/2026 09:53:52 GB00BDCPN049 USD $108.2800 58 UBSS VHTG355620260831E
Coca-Cola Europacific Partners PLC 31/08/2026 09:53:52 GB00BDCPN049 USD $108.2800 38 UBSS VHTG355720260831E
Coca-Cola Europacific Partners PLC 31/08/2026 09:54:02 GB00BDCPN049 USD $108.3000 59 IEXG VHTG359420260831E
Coca-Cola Europacific Partners PLC 31/08/2026 09:54:22 GB00BDCPN049 USD $108.3000 65 IEXG VHTG364420260831E
Coca-Cola Europacific Partners PLC 31/08/2026 09:54:31 GB00BDCPN049 USD $108.2600 25 NASD VHTG366720260831E
Coca-Cola Europacific Partners PLC 31/08/2026 09:54:31 GB00BDCPN049 USD $108.2600 15 NASD VHTG366820260831E
Coca-Cola Europacific Partners PLC 31/08/2026 09:54:38 GB00BDCPN049 USD $108.2100 25 MEMX VHTG369820260831E
# Classification - Internal
Coca-Cola Europacific Partners PLC 31/08/2026 09:54:38 GB00BDCPN049 USD $108.2100 15 MEMX VHTG369920260831E
Coca-Cola Europacific Partners PLC 31/08/2026 09:54:38 GB00BDCPN049 USD $108.2300 40 MEMX VHTG369720260831E
Coca-Cola Europacific Partners PLC 31/08/2026 09:54:38 GB00BDCPN049 USD $108.1800 25 PCSE VHTG370020260831E
Coca-Cola Europacific Partners PLC 31/08/2026 09:55:03 GB00BDCPN049 USD $108.1800 25 PCSE VHTG379520260831E
Coca-Cola Europacific Partners PLC 31/08/2026 09:55:03 GB00BDCPN049 USD $108.1800 10 PCSE VHTG379620260831E
Coca-Cola Europacific Partners PLC 31/08/2026 09:55:06 GB00BDCPN049 USD $108.1600 15 BATS VHTG380720260831E
Coca-Cola Europacific Partners PLC 31/08/2026 09:55:06 GB00BDCPN049 USD $108.1600 15 BATS VHTG380820260831E
Coca-Cola Europacific Partners PLC 31/08/2026 09:55:07 GB00BDCPN049 USD $108.1600 10 BATS VHTG381120260831E
Coca-Cola Europacific Partners PLC 31/08/2026 09:55:07 GB00BDCPN049 USD $108.1400 25 NYSE VHTG381220260831E
Coca-Cola Europacific Partners PLC 31/08/2026 09:55:07 GB00BDCPN049 USD $108.1400 75 NYSE VHTG381320260831E
Coca-Cola Europacific Partners PLC 31/08/2026 09:55:07 GB00BDCPN049 USD $108.1200 6 PCSE VHTG381420260831E
Coca-Cola Europacific Partners PLC 31/08/2026 09:56:20 GB00BDCPN049 USD $108.1700 28 UBSS VHTG405220260831E
Coca-Cola Europacific Partners PLC 31/08/2026 09:56:32 GB00BDCPN049 USD $108.1700 40 UBSS VHTG410520260831E
Coca-Cola Europacific Partners PLC 31/08/2026 09:56:34 GB00BDCPN049 USD $108.1400 100 INCR VHTG411620260831E
Coca-Cola Europacific Partners PLC 31/08/2026 09:56:34 GB00BDCPN049 USD $108.1300 20 PCSE VHTG411520260831E
Coca-Cola Europacific Partners PLC 31/08/2026 09:56:34 GB00BDCPN049 USD $108.1300 20 PCSE VHTG411720260831E
Coca-Cola Europacific Partners PLC 31/08/2026 09:56:34 GB00BDCPN049 USD $108.1400 100 UBSS VHTG411420260831E
Coca-Cola Europacific Partners PLC 31/08/2026 09:56:37 GB00BDCPN049 USD $108.1100 40 EPRL VHTG412020260831E
Coca-Cola Europacific Partners PLC 31/08/2026 09:57:16 GB00BDCPN049 USD $107.9500 5 PCSE VHTG422520260831E
Coca-Cola Europacific Partners PLC 31/08/2026 09:57:16 GB00BDCPN049 USD $107.9500 15 PCSE VHTG422620260831E
Coca-Cola Europacific Partners PLC 31/08/2026 09:57:52 GB00BDCPN049 USD $107.9100 2 INCR VHTG434420260831E
Coca-Cola Europacific Partners PLC 31/08/2026 09:58:37 GB00BDCPN049 USD $107.9200 2 UBSS VHTG446320260831E
Coca-Cola Europacific Partners PLC 31/08/2026 09:58:50 GB00BDCPN049 USD $107.9200 37 UBSS VHTG449220260831E
Coca-Cola Europacific Partners PLC 31/08/2026 09:58:50 GB00BDCPN049 USD $107.9200 49 UBSS VHTG449320260831E
Coca-Cola Europacific Partners PLC 31/08/2026 09:59:51 GB00BDCPN049 USD $108.0300 115 UBSS VHTG464020260831E
Coca-Cola Europacific Partners PLC 31/08/2026 09:59:51 GB00BDCPN049 USD $108.0300 39 UBSS VHTG464120260831E
Coca-Cola Europacific Partners PLC 31/08/2026 09:59:51 GB00BDCPN049 USD $108.0300 61 UBSS VHTG464220260831E
Coca-Cola Europacific Partners PLC 31/08/2026 10:00:06 GB00BDCPN049 USD $108.0800 40 UBSS VHTG471520260831E
Coca-Cola Europacific Partners PLC 31/08/2026 10:00:18 GB00BDCPN049 USD $108.1000 38 UBSS VHTG479420260831E
Coca-Cola Europacific Partners PLC 31/08/2026 10:00:31 GB00BDCPN049 USD $108.0900 5 NYSE VHTG484520260831E
Coca-Cola Europacific Partners PLC 31/08/2026 10:00:31 GB00BDCPN049 USD $108.0900 20 NYSE VHTG484620260831E
Coca-Cola Europacific Partners PLC 31/08/2026 10:00:36 GB00BDCPN049 USD $108.0500 15 UBSS VHTG485820260831E
Coca-Cola Europacific Partners PLC 31/08/2026 10:00:37 GB00BDCPN049 USD $108.0900 15 NYSE VHTG485920260831E
Coca-Cola Europacific Partners PLC 31/08/2026 10:00:50 GB00BDCPN049 USD $108.0700 5 NASD VHTG488920260831E
Coca-Cola Europacific Partners PLC 31/08/2026 10:00:50 GB00BDCPN049 USD $108.0700 20 NASD VHTG489020260831E
Coca-Cola Europacific Partners PLC 31/08/2026 10:00:53 GB00BDCPN049 USD $108.0700 15 NASD VHTG490120260831E
Coca-Cola Europacific Partners PLC 31/08/2026 10:01:01 GB00BDCPN049 USD $108.0500 9 MEMX VHTG494020260831E
Coca-Cola Europacific Partners PLC 31/08/2026 10:01:17 GB00BDCPN049 USD $108.0400 11 BAML VHTG498620260831E
Coca-Cola Europacific Partners PLC 31/08/2026 10:01:17 GB00BDCPN049 USD $108.0500 11 MEMX VHTG498320260831E
Coca-Cola Europacific Partners PLC 31/08/2026 10:01:17 GB00BDCPN049 USD $108.0500 14 MEMX VHTG498420260831E
Coca-Cola Europacific Partners PLC 31/08/2026 10:01:17 GB00BDCPN049 USD $108.0500 6 MEMX VHTG498520260831E
Coca-Cola Europacific Partners PLC 31/08/2026 10:01:17 GB00BDCPN049 USD
