Breakdown of individual trades US
Name of Issuer Date Time (EST)
Identity code of 
the financial 
instrument Currency Price Quantity bought Exchange Venue Reference number of the transaction 
Coca-Cola Europacific Partners PLC 03/08/2026 09:52:13 GB00BDCPN049 USD $109.5700 48 UBSS VHTG2990620260803E
Coca-Cola Europacific Partners PLC 03/08/2026 09:52:32 GB00BDCPN049 USD $109.5300 46 UBSS VHTG2999520260803E
Coca-Cola Europacific Partners PLC 03/08/2026 09:52:49 GB00BDCPN049 USD $109.5600 31 BAML VHTG3010120260803E
Coca-Cola Europacific Partners PLC 03/08/2026 09:52:49 GB00BDCPN049 USD $109.5700 11 JPMX VHTG3010020260803E
Coca-Cola Europacific Partners PLC 03/08/2026 09:52:58 GB00BDCPN049 USD $109.5100 100 JPMX VHTG3013220260803E
Coca-Cola Europacific Partners PLC 03/08/2026 09:53:00 GB00BDCPN049 USD $109.4100 25 BATS VHTG3013920260803E
Coca-Cola Europacific Partners PLC 03/08/2026 09:53:00 GB00BDCPN049 USD $109.4100 15 BATS VHTG3015220260803E
Coca-Cola Europacific Partners PLC 03/08/2026 09:53:00 GB00BDCPN049 USD $109.4900 40 MEMX VHTG3013720260803E
Coca-Cola Europacific Partners PLC 03/08/2026 09:53:00 GB00BDCPN049 USD $109.4100 100 UBSS VHTG3013820260803E
Coca-Cola Europacific Partners PLC 03/08/2026 09:53:13 GB00BDCPN049 USD $109.4000 1 PCSE VHTG3021920260803E
Coca-Cola Europacific Partners PLC 03/08/2026 09:53:16 GB00BDCPN049 USD $109.4900 20 NYSE VHTG3023020260803E
Coca-Cola Europacific Partners PLC 03/08/2026 09:53:21 GB00BDCPN049 USD $109.4600 20 NASD VHTG3026620260803E
Coca-Cola Europacific Partners PLC 03/08/2026 09:54:06 GB00BDCPN049 USD $109.4400 25 NASD VHTG3048320260803E
Coca-Cola Europacific Partners PLC 03/08/2026 09:54:06 GB00BDCPN049 USD $109.4400 15 NASD VHTG3048420260803E
Coca-Cola Europacific Partners PLC 03/08/2026 09:54:15 GB00BDCPN049 USD $109.4600 20 PCSE VHTG3053420260803E
Coca-Cola Europacific Partners PLC 03/08/2026 09:54:41 GB00BDCPN049 USD $109.4300 20 NYSE VHTG3066320260803E
