ticker,name,sector,market_cap,trailing_pe,forward_pe,price_to_book,dividend_yield,current_ratio,debt_to_equity,return_on_equity,return_on_assets,profit_margins,revenue_growth,earnings_growth,free_cashflow,enterprise_value,ebitda,ebit,total_revenue,total_debt,total_cash,book_value,total_assets,total_current_assets,total_liabilities,total_current_liabilities,net_income,operating_cashflow,gross_margin,ncav,shares_outstanding,return_on_assets_prev,gross_margin_prev,current_ratio_bs,current_ratio_bs_prev,leverage,leverage_prev,asset_turnover,asset_turnover_prev,shares_outstanding_prev,interest_expense,last_price,errors,data_sources,fcf_yield,ev_ebitda,ev_ebit,earnings_yield_ebit,earnings_yield_pe,ncav_to_market,roic_proxy,data_quality_score,metrics_present,metrics_total,sector_composite_score,models_passed,model_count,mean_model_score,weighted_model_score,weighted_pass_score,min_model_score,max_model_score,pass_rate,weight_sum,families_passed,family_count,passed_families,family_mean_score,risk_family_passed,risk_mean_score,composite_score,signal,signal_rank,timing_signal,timing_score,rsi_14
AIR.PA,Airbus SE,Industrials,162095218688.0,27.270306,23.535118,6.264721,1.54,1.146,54.988,0.23193,0.0386915569257219,0.07714,0.277,1.258,3128750080.0,165902516224.0,9004000256.0,5236000000.0,73420000000.0,14275999744.0,13128999936.0,32.691,134939000000.0,73647000000.0,,63511000000.0,5221000000.0,7995000000.0,0.1493734677199673,,787227745.0,0.0327521224644579,0.1541961577350859,1.1595944009699106,1.1453078864457384,0.0816887630707208,0.0872590219250385,0.5440977034067245,0.5357820033587952,787956251.0,770000000.0,204.8,[],{},0.0193019270113216,18.42542331264901,31.68497254087089,0.031560702749863,0.0366699222223615,,0.0733045864366915,1.0,20,20,0.47,5.0,22.0,0.4342181818181818,0.4342181818181818,0.2272727272727272,0.0,1.0,0.2272727272727272,22.0,4,5,"quality,dividend,garp,risk",0.5907016666666667,True,0.83335,0.48,hold,2,neutral,0.5,46.46673328647368
BN.PA,Danone S.A.,Consumer Defensive,42626170880.0,21.913908,15.65968,2.417711,3.43,0.967,98.519,0.121929996,0.0404916687004947,0.07132,0.014,0.124,2077500032.0,51419799552.0,4511000064.0,3717000000.0,27283000000.0,17426999296.0,8338999808.0,27.373,45071000000.0,13230000000.0,,14625000000.0,1825000000.0,3779000000.0,0.5061760070373492,,640172858.0,0.0446215667226,0.497041203974284,0.9046153846153846,0.9311098164870376,0.3198952763417719,0.3133224410491919,0.6053338066606022,0.6044334540316171,644157323.0,498000000.0,66.18,[],{},0.0487376648925027,11.398758329079907,13.833682957223568,0.0722873296353685,0.0456331202996745,,0.1220850029560533,1.0,20,20,0.425,5.0,22.0,0.4852090909090909,0.4852090909090909,0.2272727272727272,0.0,1.0,0.2272727272727272,22.0,4,5,"cheapness,dividend,garp,risk",0.569375,True,0.8,0.45,hold,2,neutral,0.625,39.651059571399294
CS.PA,AXA SA,Financial Services,91016953856.0,11.733153,9.726548,1.9704857,5.28,11.53,119.437,0.14881,0.0154152616912573,0.10379,0.045,0.132,-26394499072.0,56694091776.0,,,105925000000.0,61108998144.0,99860996096.0,22.091,635539000000.0,,,,9797000000.0,22352000000.0,,,2055372364.0,0.0120624936903643,,,,0.0951821996761803,0.0955240592142094,0.1666695513571944,0.1579504467986821,2175367655.0,627000000.0,43.53,[],{},-0.2899954124344717,,,,0.0852285826324773,,,0.85,17,20,0.4292929292929293,9.0,22.0,0.4683954545454545,0.4683954545454545,0.4090909090909091,0.0,1.0,0.4090909090909091,22.0,4,5,"cheapness,quality,dividend,garp",0.56533,False,0.53335,0.4492,hold,2,neutral,0.5,36.4513816200831
IBE.MC,"Iberdrola, S.A.",Utilities,134196887552.0,25.1375,18.574795,2.598863,3.39,0.753,100.03,0.10022,0.0390950597778081,0.15883,0.098,0.683,2561499904.0,199149879296.0,14602999808.0,10677000000.0,44076000000.0,62464999424.0,6608999936.0,7.738,160762000000.0,24781000000.0,,28343000000.0,6285000000.0,11635000000.0,0.5456030492785189,,6597551694.0,0.0354532417731674,0.5399413789894855,0.8743252302155735,0.6912969906101729,0.3559983080578743,0.3647097471145281,0.2741692688570682,0.2715723373743627,6273874902.0,2173000000.0,20.11,[],{},0.0190876252849563,13.637600624147046,18.65223183441041,0.0536128871267382,0.0397812033814022,,0.0806304231265905,1.0,20,20,0.4015538613904488,4.0,22.0,0.4275409090909091,0.4275409090909091,0.1818181818181818,0.0,0.9383,0.1818181818181818,22.0,3,5,"quality,dividend,garp",0.5455616666666667,False,0.63335,0.4362,hold,2,neutral,0.625,35.46788434697453
ALV.DE,Allianz SE                    v,Financial Services,166241167511.04065,14.379921,13.078663,2.6351228,3.9,1.514,50.648,0.19612,0.0105196255696706,0.098780006,0.121,-0.08,9307124736.0,66916188160.0,21464000512.0,16218000000.0,137450000000.0,33706000384.0,136018001920.0,166.33,1024276000000.0,,,,10775000000.0,33209000000.0,,,380242198.0,0.0095071885488685,,,,0.0344389598116132,0.0333522245346924,0.134192346594082,0.133974676855151,385919437.0,758000000.0,438.3,[],{},0.055985679572311,3.117600939423608,4.126044404982118,0.2423628787883425,0.0695414112497558,,,0.95,19,20,0.4227272727272727,8.0,22.0,0.5765363636363637,0.5765363636363637,0.3636363636363636,0.0,1.0,0.3636363636363636,22.0,5,5,"cheapness,quality,dividend,garp,risk",0.6680616666666668,True,0.9,0.4227,hold,2,wait,0.25,59.04009215913066
PRX.AS,Prosus N.V.,Consumer Cyclical,80148799488.0,8.321903,8.646849,1.7307435,0.74,2.434,32.874,0.22213,0.1471767309516282,1.19918,,,846875008.0,192147963904.0,626000000.0,304000000.0,9705000000.0,17707999232.0,15736999936.0,21.733435,79075000000.0,19468000000.0,,7997000000.0,11638000000.0,1609000000.0,0.4643997939206594,,2138335355.0,0.1703725133630903,0.4252836304700162,2.4344129048393146,3.544053923928743,0.2227126146063863,0.2266214801344575,0.1227315839392981,0.0850002755276354,2280205366.0,645000000.0,37.615,[],{},0.0105662843786798,306.9456292396166,632.0656707368421,0.0015821140844973,0.1201648228776518,,0.0042769914741551,1.0,20,20,0.4473214285714286,10.0,22.0,0.4753681818181819,0.4753681818181819,0.4545454545454545,0.0,1.0,0.4545454545454545,22.0,4,5,"cheapness,quality,dividend,risk",0.4186583333333333,True,0.4,0.4161,hold,2,neutral,0.625,42.73222769769993
RMS.PA,HERMES INTL,Consumer Cyclical,162297249792.0,36.001392,30.334518,8.531644,1.14,4.537,11.984,0.25452,0.1860044404243072,0.27996,0.016,-0.003,4914625024.0,155726102528.0,7056000000.0,6695000000.0,16001000000.0,2280000000.0,12309999616.0,181.618,24322000000.0,15911000000.0,,3186000000.0,4524000000.0,5374000000.0,0.7110805574651584,,104836315.0,0.1994021833304453,0.702636783124588,4.994036409290646,4.2645356847616425,0.096455883562207,0.0941777854791197,0.6578817531453005,0.6571651360249523,104837768.0,55000000.0,1549.5,[],{},0.0302816284952368,22.070025868480727,23.260060123674386,0.0429921502645725,0.0277767037452329,,0.3167581377744133,1.0,20,20,0.3794642857142857,7.0,22.0,0.4923227272727272,0.4923227272727272,0.3181818181818182,0.0,1.0,0.3181818181818182,22.0,4,5,"cheapness,quality,garp,risk",0.577045,True,1.0,0.3545,hold,2,neutral,0.5,42.616959171093654
ASML.AS,ASML Holding N.V.,Technology,578224128000.0,59.081635,29.273916,26.493261,0.52,1.334,9.092,0.53942,0.1900345287205388,0.30114,0.213,0.285,8437675008.0,573472047104.0,13488400384.0,11301400000.0,32667300000.0,1984400000.0,7581499904.0,56.822,50566600000.0,30616100000.0,,24263900000.0,9609400000.0,12658500000.0,0.5282958799778371,,385417665.0,0.1558275845036798,0.512757006535069,1.26179633117512,1.532930368951794,0.0868339971443601,0.0964733193934504,0.6460252419581305,0.5816656239195219,393283720.0,118300000.0,1505.4,[],{},0.0145923952312138,42.51594190399739,50.743451882421645,0.0197069762285213,0.0169257333518275,,0.4296669163241796,1.0,20,20,0.4,6.0,22.0,0.4218454545454545,0.4218454545454545,0.2727272727272727,0.0,1.0,0.2727272727272727,22.0,4,5,"quality,dividend,garp,risk",0.5092316666666667,True,1.0,0.35,hold,2,neutral,0.375,47.61029588634272
ITX.MC,Inditex,Consumer Cyclical,179267664202.1848,28.504951,24.107586,9.45019,1.12,1.291,31.815,0.33955002,0.1745328020652113,0.15592,0.058,0.053,,176851206144.0,9512999936.0,8064000000.0,39864000000.0,6040999936.0,10796999680.0,6.093,35638000000.0,15691000000.0,,10172000000.0,6220000000.0,9232000000.0,0.5825306040537829,,3116366768.0,0.1689808146569107,0.5783547318285359,1.542567833267794,1.605575733778345,0.171025310062293,0.1702195079794895,1.1185812896346596,1.1128651264619462,3114746154.0,370000000.0,57.58,[],{},,18.590476961399197,21.930953142857145,0.0455976533936327,0.0350816249429792,,0.3166575041231446,0.95,19,20,0.3828125,6.0,22.0,0.5123000000000001,0.5123000000000001,0.2727272727272727,0.0,1.0,0.2727272727272727,22.0,5,5,"cheapness,quality,dividend,garp,risk",0.5649866666666667,True,0.83335,0.3359,hold,2,neutral,0.5,53.55624879709853
BBVA.MC,"Banco Bilbao Vizcaya Argentaria, S.A.",Financial Services,135253663744.0,12.968254,10.700394,2.4019992,3.74,,,0.18924,0.0122281217716641,0.32562,0.202,0.152,,162445574144.0,,,39415000000.0,198940999680.0,183573004288.0,10.204,859576000000.0,,,,10511000000.0,14968000000.0,,,5691360192.0,0.0130165380203572,,,,0.103890755442218,0.0983037330302096,0.0458540024384114,0.0507960880474157,5756618609.0,32065000000.0,24.51,[],{},,,,,0.0771113829201679,,,0.7,14,20,0.3571428571428571,5.0,22.0,0.4760363636363637,0.4760363636363637,0.2272727272727272,0.0,1.0,0.2272727272727272,22.0,4,5,"cheapness,quality,dividend,garp",0.5686766666666667,False,0.53335,0.3077,hold,2,wait,0.25,60.456183347759485
OR.PA,L'Oréal S.A.,Consumer Defensive,205496303616.0,32.750423,25.852034,6.0695686,1.88,0.969,49.316,0.19409001,0.0991116316085744,0.13904001,0.058,0.054,6398387712.0,216376770560.0,10349500416.0,8891900000.0,44052000000.0,16712599552.0,4048800000.0,63.563,61821200000.0,22198500000.0,,15366500000.0,6127200000.0,8656900000.0,0.7431807863434123,,533783028.0,0.1137233955715183,0.7418297046460075,1.44460352064556,1.1255465974309922,0.1927510303908691,0.1507451191942278,0.7125710921172672,0.7716801470718715,534312021.0,374800000.0,385.8,[],{},0.0311362666841751,20.906977328633985,24.334143496890427,0.0410945221937968,0.0305339567675202,,0.1914101264242369,1.0,20,20,0.25,7.0,22.0,0.4932363636363636,0.4932363636363636,0.3181818181818182,0.0,1.0,0.3181818181818182,22.0,5,5,"cheapness,quality,dividend,garp,risk",0.608035,True,1.0,0.2,hold,2,neutral,0.625,53.29543513156869
RACE.MI,Ferrari N.V.,Consumer Cyclical,64004763648.0,39.240303,33.056404,17.510578,1.0,2.429,86.386,0.45439997,0.1658559014045186,0.2225,0.084,0.101,1001981760.0,65510113280.0,2470598912.0,2097144000.0,7145768000.0,3165647104.0,1431513984.0,20.796,9628352000.0,4824373000.0,,2389788000.0,1596919000.0,2349306000.0,0.5167809814144539,,177278893.0,0.1602457201352911,0.5013256612430033,2.0187451773964886,1.7767763062655229,0.2995548978682956,0.35293634529784,0.7421589904482097,0.7030183594102902,179044331.0,41168000.0,364.15,[],{},0.0156547997819426,26.515883643358457,31.23777541265645,0.0320125228762236,0.0254840030159807,,0.2897182369320766,1.0,20,20,0.2446428571428571,6.0,22.0,0.4093636363636364,0.4093636363636364,0.2727272727272727,0.0,1.0,0.2727272727272727,22.0,5,5,"cheapness,quality,dividend,garp,risk",0.5107833333333334,True,0.9,0.1759,hold,2,neutral,0.5,67.6832244320349
DB1.DE,DEUTSCHE BOERSE AG            N,Financial Services,50408431616.0,24.124245,20.557297,4.8675184,1.51,1.009,57.645,0.20412001,0.0067136453579937,0.27294,0.117,0.137,2181125120.0,54890942464.0,3347000064.0,2978000000.0,7381000000.0,6186999808.0,1775000064.0,57.442,297156000000.0,274582000000.0,,270651000000.0,1995000000.0,2810000000.0,0.5695705188998781,,182105935.0,0.0087703500936464,0.5832265413640895,1.0145242397035297,1.0177593470918178,0.0273795582118483,0.0431448998703356,0.0248388052066927,0.0316191831148249,183778379.0,192000000.0,279.6,[],{},0.0432690534118442,16.400042251089722,18.43214992075218,0.0542530309431853,0.0414520744587032,,0.1123561592152424,1.0,20,20,0.2227272727272727,6.0,22.0,0.4868454545454546,0.4868454545454546,0.2727272727272727,0.0,1.0,0.2727272727272727,22.0,5,5,"cheapness,quality,dividend,garp,risk",0.5978883333333334,True,0.9,0.1659,hold,2,neutral,0.375,67.79318629119149
SAN.MC,"Banco Santander, S.A.",Financial Services,174178729984.0,13.893182,9.784087,1.6013097,2.03,,,0.13109,0.00755067563045,0.33464,0.102,0.087,,272186294272.0,,,60023000000.0,404829011968.0,315343011840.0,7.635,1867515000000.0,,,,14101000000.0,-14835000000.0,,,14678242211.0,0.006844553941824,,,,0.174677044093354,0.1783933315950684,0.0321405718294096,0.0328265329618019,15136962863.0,59362000000.0,12.226,[],{},,,,,0.0719777513891346,,,0.7,14,20,0.3766233766233766,3.0,22.0,0.4331045454545455,0.4331045454545455,0.1363636363636363,0.0,1.0,0.1363636363636363,22.0,3,5,"cheapness,dividend,garp",0.4738183333333333,False,0.36665,0.3846,avoid,1,insufficient_data,0.0,
SAF.PA,SAFRAN,Industrials,142392717869.78348,36.866955,26.294947,9.815741,0.96,0.918,33.745,0.2749,0.1161063836671304,0.11564,0.16,-0.651,3562749952.0,143778250752.0,6124000256.0,4592000000.0,31189000000.0,5106999808.0,6669000192.0,35.005,61814000000.0,38355000000.0,,41281000000.0,7177000000.0,5721000000.0,0.4692038859854436,,416914220.0,-0.0121246273540318,0.4788208976764324,0.9291199341101232,0.84196047008547,0.0861455333743165,0.091943575947066,0.5045620733167243,0.503817348942049,416775120.0,135000000.0,343.6,[],{},0.0250205909775392,23.47783225696848,31.31059467595819,0.0319380711337255,0.0271245618196566,,0.2236399941557492,1.0,20,20,0.38,3.0,22.0,0.3632545454545455,0.3632545454545455,0.1363636363636363,0.0,0.8,0.1363636363636363,22.0,2,5,"cheapness,quality",0.3767783333333333,False,0.56665,0.32,avoid,1,neutral,0.5,46.726503486105145
AI.PA,L'Air Liquide S.A.,Basic Materials,106532356096.0,30.158558,23.207512,4.0174737,2.02,0.875,63.307,0.13967,0.0677647774948279,0.13087,0.008,0.007,264437504.0,122093748224.0,7658299904.0,5234300000.0,26940200000.0,17258899456.0,2061200000.0,41.663,51913400000.0,10369600000.0,,8836800000.0,3517900000.0,6518400000.0,0.6417547011529239,,635735026.0,0.0637412637971755,0.6301177479322044,1.1734564548252762,0.880146771965711,0.2618957725750962,0.2389473176844845,0.518945012270435,0.5216715669735383,634089045.0,82700000.0,167.38,[],{},0.0024822271250783,15.942670012208495,23.32570701411841,0.0428711549619793,0.0331580840171469,,0.1215114470501386,1.0,20,20,0.3032770123198816,3.0,22.0,0.3753272727272728,0.3753272727272728,0.1363636363636363,0.0,1.0,0.1363636363636363,22.0,3,5,"quality,garp,risk",0.4685133333333334,True,0.83335,0.3068,avoid,1,neutral,0.625,37.28107215876374
ARGX.BR,argenx SE,Healthcare,55048617984.0,39.09894,28.619759,7.611839,,5.123,0.558,0.23635,0.1488057053233914,0.32265,0.593,0.952,761769024.0,49746280448.0,1612902016.0,1054615000.0,4153482000.0,47000000.0,5184000000.0,116.292534,8682698000.0,6899104000.0,,1320186000.0,1292035000.0,685192000.0,0.8914970619831746,,61883306.0,0.1343066578401495,0.896226014516277,5.225857568554734,7.289127293571134,0.0054314914557663,0.0062963097914042,0.4783630618040613,0.353119424646942,60760957.0,4082000.0,885.2,[],{},0.0138381135057997,30.842717012265176,47.17008619069518,0.0211998764631738,0.0255761409388592,,0.1432411926798897,0.95,19,20,0.3431372549019608,3.0,22.0,0.3547818181818182,0.3547818181818182,0.1363636363636363,0.0,1.0,0.1363636363636363,22.0,3,5,"quality,garp,risk",0.4149316666666666,True,0.66665,0.3021,avoid,1,insufficient_data,0.0,
RHM.DE,Rheinmetall AG,Industrials,54237622272.0,44.614204,21.719698,10.907965,0.98,1.002,51.63,0.25688,0.0414977343191032,0.062649995,0.688,-0.057,642764992.0,58532311040.0,2310000128.0,1702000000.0,9935000000.0,2977999872.0,255000000.0,106.546,16772000000.0,10901000000.0,,9071000000.0,696000000.0,2287000000.0,0.5238047307498742,,45881030.0,0.0499860568878973,0.5384316267012313,1.201741814573917,1.2136537894426422,0.0764369186739804,0.1689208031232571,0.592356308132602,0.5378555493586168,43437346.0,116000000.0,1162.2,[],{},0.0118509065308311,25.33866138383175,34.3903120094007,0.0290779565979699,0.0224143862344826,,0.2210102584079989,1.0,20,20,0.1999999999999999,3.0,22.0,0.3392045454545455,0.3392045454545455,0.1363636363636363,0.0,1.0,0.1363636363636363,22.0,2,5,"garp,risk",0.45302,True,1.0,0.16,avoid,1,neutral,0.625,54.481526090363
