ticker,name,sector,market_cap,trailing_pe,forward_pe,price_to_book,dividend_yield,current_ratio,debt_to_equity,return_on_equity,return_on_assets,profit_margins,revenue_growth,earnings_growth,free_cashflow,enterprise_value,ebitda,ebit,total_revenue,total_debt,total_cash,book_value,total_assets,total_current_assets,total_liabilities,total_current_liabilities,net_income,operating_cashflow,gross_margin,ncav,shares_outstanding,return_on_assets_prev,gross_margin_prev,current_ratio_bs,current_ratio_bs_prev,leverage,leverage_prev,asset_turnover,asset_turnover_prev,shares_outstanding_prev,interest_expense,last_price,errors,data_sources,fcf_yield,ev_ebitda,ev_ebit,earnings_yield_ebit,earnings_yield_pe,ncav_to_market,roic_proxy,data_quality_score,metrics_present,metrics_total,sector_composite_score,models_passed,model_count,mean_model_score,weighted_model_score,weighted_pass_score,min_model_score,max_model_score,pass_rate,weight_sum,families_passed,family_count,passed_families,family_mean_score,risk_family_passed,risk_mean_score,composite_score,signal,signal_rank,weeks_at_signal,signal_trend,conviction_score,stability_label,timing_signal,timing_score,rsi_14
SU.TO,Suncor Energy Inc.,Energy,103445086208.0,16.655893,11.158392,2.2664013,2.74,1.417,32.358,0.1397,0.065819180763627,0.12394,0.175,0.299,6675874816.0,114891628544.0,15589999616.0,7995000000.0,52377000000.0,14812000256.0,3271000064.0,38.656,89913000000.0,14229000000.0,,10210000000.0,5918000000.0,,0.4138075872997689,,1193519494.0,0.0670052570613917,0.4077185182485742,1.393633692458374,1.329487298781055,0.1613114899958849,0.1636037601354361,0.58252977878616,0.6112559030562238,1244331601.0,743000000.0,87.61,[],{},0.0645354463969088,7.369572249770092,14.370435089931208,0.0695873154669241,0.0600388102877462,,0.1003099005056271,0.95,19,20,0.7666666666666666,10.0,22.0,0.64615,0.64615,0.4545454545454545,0.0,1.0,0.4545454545454545,22.0,5,5,"cheapness,quality,dividend,garp,risk",0.7183416666666667,True,0.83335,0.7667,strong_buy,4,7,stable,0.7283,persistent,neutral,0.375,63.35289940388796
ABX.TO,Barrick Mining Corporation,Basic Materials,82217197568.0,10.15942,7.684794,2.1434722,2.0,3.064,12.852,0.25176,0.0968067161719371,0.32141,0.667,2.542,5272124928.0,88994865152.0,11736000512.0,8005000000.0,16956000000.0,4726000128.0,7130999808.0,22.892763,51577000000.0,10217000000.0,,3497000000.0,4993000000.0,,0.5125619249823071,,1675360395.0,0.0450174274555914,0.383918898003405,2.9216471261080925,2.888720666161998,0.1010334063633014,0.1103598874564313,0.3287511875448359,0.271322386931508,1727100407.0,358000000.0,49.07,[],{},0.0641243569952569,7.583065888673335,11.11740976289819,0.0899490098257663,0.0984308159324055,,0.1664933444259567,0.95,19,20,0.7517857142857143,17.0,22.0,0.7929863636363635,0.7929863636363635,0.7727272727272727,0.0,1.0,0.7727272727272727,22.0,5,5,"cheapness,quality,dividend,garp,risk",0.8337133333333334,True,0.83335,0.7563,strong_buy,4,7,stable,0.7163,persistent,neutral,0.625,37.36634264664945
CVE.TO,Cenovus Energy Inc.,Energy,74201145344.0,15.85259,11.705145,2.290072,2.24,1.566,42.271,0.14832,0.0619639253279515,0.09519,-0.071,0.78,3668375040.0,84555874304.0,10682999808.0,4627000000.0,52751000000.0,13752000512.0,2575000064.0,17.375,63424000000.0,9890000000.0,,6314000000.0,3930000000.0,,0.2239957536350021,,1883400091.0,0.0555722598560285,0.2211308595780064,1.5663604687994932,1.417277913610432,0.2240003784056508,0.1880825624789968,0.8317198536831484,1.0209943578768637,1823038000.0,661000000.0,39.79,[],{},0.0494382535875051,7.914993524635285,18.27444873654636,0.0547212129031361,0.0630811747481011,,0.0810190859744353,0.95,19,20,0.7319444444444445,8.0,22.0,0.6163954545454545,0.6163954545454545,0.3636363636363636,0.0,1.0,0.3636363636363636,22.0,5,5,"cheapness,quality,dividend,garp,risk",0.7144666666666667,True,0.83335,0.709,strong_buy,4,7,stable,0.6844,persistent,neutral,0.5,61.87143743261296
SAP.TO,Saputo Inc.,Consumer Defensive,16682690560.0,24.946108,17.471607,2.4799097,1.88,1.71,48.082,0.10012999,0.0493899750110245,0.03829,,,964124992.0,19883108352.0,1658000000.0,1041000000.0,17551000000.0,3272000000.0,444000000.0,16.799,13606000000.0,5226000000.0,,3056000000.0,672000000.0,,0.330237593299527,,405086701.0,-0.0126500395313735,0.3067594879856277,1.7100785340314135,1.516239850093691,0.2404821402322504,0.2583195572486164,1.289945612229899,1.28024150075469,418335124.0,112000000.0,41.66,[],{},0.0577919364105258,11.992224579010855,19.100008023054755,0.0523559989499975,0.0400864134798101,,0.0986729857819905,0.95,19,20,0.6600000000000001,7.0,22.0,0.4498136363636364,0.4498136363636364,0.3181818181818182,0.0,1.0,0.3181818181818182,22.0,4,5,"cheapness,quality,dividend,risk",0.4554583333333333,True,0.83335,0.73,buy,3,7,stable,0.5282,persistent,neutral,0.625,50.70990971003778
NTR.TO,Nutrien Ltd.,Basic Materials,44959006720.0,13.437591,12.791574,1.2758862,3.31,1.239,55.359,0.098129995,0.0433452515248274,0.08881,0.19,12.5,1606249984.0,58439618560.0,5594999808.0,3869000000.0,26885000000.0,13946000384.0,777000000.0,73.40781,52301000000.0,14749000000.0,,11041000000.0,2267000000.0,,0.3104705225962432,,481962233.0,0.0130015432098765,0.2899276143539196,1.3358391450049814,1.1450394354503943,0.229804401445479,0.2470486111111111,0.5140437085332976,0.5010030864197531,491025446.0,729000000.0,93.66,[],{},0.0357269900112241,10.444972397754192,15.10457962264151,0.0662050864693392,0.0744181006848623,,0.093771206980126,0.95,19,20,0.6321428571428572,9.0,22.0,0.6224863636363636,0.6224863636363636,0.4090909090909091,0.0,1.0,0.4090909090909091,22.0,5,5,"cheapness,quality,dividend,garp,risk",0.75373,True,0.83335,0.675,buy,3,7,stable,0.6209,persistent,neutral,0.625,53.2580859046599
MG.TO,Magna International Inc.,Consumer Cyclical,25276049408.0,27.633928,8.742579,1.5088152,2.93,1.217,54.596,0.059660003,0.0263869879364675,0.01585,0.031,,2071000064.0,30817161216.0,4206000128.0,2110000000.0,42010000000.0,6700000256.0,1604999936.0,61.538353,31417000000.0,13738000000.0,,10989000000.0,829000000.0,,0.1425612949297786,,280242006.0,0.0325074905763716,0.1353767858810346,1.2501592501592502,1.0844010911796311,0.2129102078492536,0.2277135216985083,1.3371741413884204,1.3800702342214632,282875928.0,275000000.0,92.85,[],{},0.081935275191562,7.326952039503124,14.605289675829384,0.0684683441544416,0.0361873997789963,,0.1032896025063638,0.95,19,20,0.5916666666666667,4.0,22.0,0.4235227272727272,0.4235227272727272,0.1818181818181818,0.0,1.0,0.1818181818181818,22.0,2,5,"cheapness,risk",0.4151783333333333,True,0.83335,0.6667,buy,3,7,stable,0.2391,persistent,neutral,0.5,53.60520739113378
K.TO,Kinross Gold Corporation,Basic Materials,37805506560.0,9.507507,7.427886,2.9617953,0.63,2.842,8.307,0.35467,0.192577611976376,0.35988,0.608,1.339,2837012480.0,36520747008.0,4960099840.0,3228100000.0,7051100000.0,766000000.0,2184999936.0,10.689463,12411100000.0,3288500000.0,,1399600000.0,2390100000.0,,0.526981605706911,,1199843037.0,0.0873214548667353,0.3648034493474207,2.349599885681623,2.006131497028582,0.0594790147529227,0.1321049919010455,0.5681285301061146,0.4738624650272419,1229125606.0,81800000.0,31.66,[],{},0.0750423083340375,7.362905624093244,11.313387753787058,0.0883908535412179,0.1051800435171912,,0.2931571538845752,0.95,19,20,0.6839285714285714,14.0,22.0,0.7582181818181817,0.7582181818181817,0.6363636363636364,0.0,1.0,0.6363636363636364,22.0,5,5,"cheapness,quality,dividend,garp,risk",0.7874316666666668,True,0.83335,0.6464,buy,3,7,stable,0.6319,persistent,neutral,0.5,36.119715691271836
AEM.TO,Agnico Eagle Mines Limited,Basic Materials,95836946432.0,12.701127,10.333772,2.5978782,1.29,3.148,1.215,0.22298001,0.1294254108440557,0.39457,0.661,1.086,4282917376.0,93168517120.0,9542924288.0,6327961000.0,11907851000.0,319219008.0,3122657024.0,73.77559,34471291000.0,4993942000.0,,2472206000.0,4461461000.0,,0.5812862455198675,,500046600.0,0.063213387873379,0.4448113526917831,2.020034738205473,1.8553875255048893,0.0093257313745516,0.0427579027697919,0.345442559723104,0.2763113357920417,501729505.0,33442000.0,191.66,[],{},0.0446896268657609,9.763099266873278,14.723307732143102,0.067919520408913,0.0787331706863493,,0.1977544357908984,0.95,19,20,0.6035714285714285,10.0,22.0,0.6885818181818182,0.6885818181818182,0.4545454545454545,0.0,1.0,0.4545454545454545,22.0,5,5,"cheapness,quality,dividend,garp,risk",0.7788483333333334,True,0.83335,0.6009,buy,3,7,stable,0.5721,persistent,neutral,0.625,30.04315440108158
CCL-B.TO,CCL Industries Inc.,Consumer Cyclical,15518539776.0,19.7593,16.834454,2.7791457,1.58,1.388,42.35,0.14453,0.079433747463248,0.10366999,0.028,0.007,986700032.0,17050508288.0,1558099968.0,1157300000.0,7663800000.0,2376399872.0,999100032.0,32.492,10101500000.0,3233900000.0,,2276600000.0,802400000.0,,0.2996163782979723,,173245323.0,0.0855149050116136,0.2950586611456177,1.4204954757093913,2.0109235352532275,0.2237489481760134,0.2482579545800326,0.7586794040489037,0.7348540941870962,176810323.0,111200000.0,90.3,[],{},0.0635820152051914,10.943141414659216,14.73300638382442,0.0678748093870314,0.050609080281184,,0.1478996536696954,0.95,19,20,0.5583333333333335,7.0,22.0,0.5403954545454547,0.5403954545454547,0.3181818181818182,0.0,1.0,0.3181818181818182,22.0,5,5,"cheapness,quality,dividend,garp,risk",0.578015,True,0.83335,0.5583,buy,3,7,stable,0.5304,persistent,neutral,0.5,53.13557243416474
CTC-A.TO,"Canadian Tire Corporation, Limited",Consumer Cyclical,10375789568.0,16.28489,12.423985,1.7802111,3.67,1.743,159.236,0.108260006,0.0244338387543059,0.03628,0.033,2.026,1843137536.0,22081353728.0,1763299968.0,1403000000.0,16315500000.0,10820700160.0,31100000.0,110.779,21539800000.0,11316300000.0,,6196500000.0,526300000.0,,0.3441696546229046,,52947897.0,0.0399134915424943,0.3351894818252127,1.826240619704672,1.7911891908956026,0.3560618018737407,0.3554310585146084,0.7574582865207662,0.697643049198313,55621189.0,329700000.0,197.21,[],{},0.1776382919025676,12.522743792166848,15.73866979900214,0.0635377711567086,0.0614066168085875,,0.0914405636336381,0.95,19,20,0.8083333333333335,9.0,22.0,0.5489454545454545,0.5489454545454545,0.4090909090909091,0.0,1.0,0.4090909090909091,22.0,3,5,"cheapness,dividend,garp",0.6546083333333333,False,0.63335,0.85,hold,2,7,stable,0.4726,persistent,neutral,0.625,61.256357975052126
