run_at,ticker,signal,signal_rank,conviction_score,data_quality_score
2026-08-16T11:58:34.144147+00:00,GALP.LS,buy,3,0.0,1.0
2026-08-16T11:58:34.144147+00:00,NVG.LS,buy,3,0.0,0.9
2026-08-16T11:58:34.144147+00:00,RENE.LS,hold,2,0.0,0.95
2026-08-16T11:58:34.144147+00:00,COR.LS,hold,2,0.0,0.85
2026-08-16T11:58:34.144147+00:00,NOS.LS,hold,2,0.0,0.95
2026-08-16T11:58:34.144147+00:00,IBS.LS,hold,2,0.0,0.95
2026-08-16T11:58:34.144147+00:00,SEM.LS,hold,2,0.0,0.85
2026-08-16T11:58:34.144147+00:00,PHR.LS,hold,2,0.0,0.85
2026-08-16T11:58:34.144147+00:00,BCP.LS,hold,2,0.0,0.65
2026-08-16T11:58:34.144147+00:00,SON.LS,hold,2,0.0,0.85
2026-08-16T11:58:34.144147+00:00,EGL.LS,hold,2,0.0,0.95
2026-08-16T11:58:34.144147+00:00,EDP.LS,hold,2,0.0,1.0
2026-08-16T11:58:34.144147+00:00,JMT.LS,hold,2,0.0,0.95
2026-08-16T11:58:34.144147+00:00,CTT.LS,hold,2,0.0,0.95
2026-08-16T11:58:34.144147+00:00,NBA.LS,hold,2,0.0,0.9
2026-08-16T11:58:34.144147+00:00,ALTR.LS,avoid,1,0.0,0.9
2026-08-16T11:58:34.144147+00:00,EDPR.LS,avoid,1,0.0,0.95
