run_at,ticker,signal,signal_rank,conviction_score,data_quality_score
2026-07-26T16:52:52.434971+00:00,NOVN.SW,strong_buy,4,0.0,1.0
2026-07-26T16:52:52.434971+00:00,SCMN.SW,buy,3,0.0,1.0
2026-07-26T16:52:52.434971+00:00,AMRZ.SW,buy,3,0.0,1.0
2026-07-26T16:52:52.434971+00:00,SIKA.SW,buy,3,0.0,1.0
2026-07-26T16:52:52.434971+00:00,PGHN.SW,buy,3,0.0,1.0
2026-07-26T16:52:52.434971+00:00,LOGN.SW,buy,3,0.0,1.0
2026-07-26T16:52:52.434971+00:00,KNIN.SW,hold,2,0.0,1.0
2026-07-26T16:52:52.434971+00:00,SREN.SW,hold,2,0.0,0.9
2026-07-26T16:52:52.434971+00:00,GEBN.SW,hold,2,0.0,0.9
2026-07-26T16:52:52.434971+00:00,RO.SW,hold,2,0.0,1.0
2026-07-26T16:52:52.434971+00:00,ZURN.SW,hold,2,0.0,0.95
2026-07-26T16:52:52.434971+00:00,NESN.SW,hold,2,0.0,1.0
2026-07-26T16:52:52.434971+00:00,ALC.SW,hold,2,0.0,1.0
2026-07-26T16:52:52.434971+00:00,SLHN.SW,hold,2,0.0,0.9
2026-07-26T16:52:52.434971+00:00,UBSG.SW,hold,2,0.0,0.7
2026-07-26T16:52:52.434971+00:00,LONN.SW,hold,2,0.0,1.0
2026-07-26T16:52:52.434971+00:00,CFR.SW,hold,2,0.0,1.0
2026-07-26T16:52:52.434971+00:00,ABBN.SW,hold,2,0.0,1.0
2026-07-26T16:52:52.434971+00:00,HOLN.SW,avoid,1,0.0,1.0
2026-07-26T16:52:52.434971+00:00,GIVN.SW,avoid,1,0.0,1.0
