ticker,model_id,model_name,passed,score,reasons,failed_criteria
CMCSA,fcf_yield,FCF Yield,True,0.5072,['FCF yield=5.1%'],[]
CMCSA,low_pe_high_yield,Low P/E + High Yield,True,1.0,"['P/E=7.0', 'yield=561.0%']",[]
CMCSA,lynch_peg,Lynch PEG,False,0.2,[],['missing or negative earnings growth']
CMCSA,neff_pegy,Neff PEGY,True,0.9867,"['PEGY=0.01', 'growth=-32.6%', 'yield=561.0%']",[]
CMCSA,quality_value,Quality Value,True,0.8,"['ROE >= 12%: ROE=20.9%', 'Profit margin >= 5%: margin=15.0%', 'P/E < 20: P/E=7.0', 'FCF yield >= 3%: FCF yield=5.1%']",['high leverage']
CMCSA,buffett_quality,Buffett Quality,True,0.75,"['ROE >= 15%: ROE=20.9%', 'margin >= 8%: margin=15.0%', 'P/E < 25.0: P/E=7.0']",['too much debt']
CMCSA,economic_moat,Economic Moat,False,0.5,"['high ROE=20.9%', 'wide margin=15.0%']","['ROA below 8%', 'leverage too high']"
CMCSA,high_dividend,High Dividend Yield,True,0.9667,"['yield=561.0%', 'universe rank 97%']",[]
CMCSA,dividend_growth,Dividend Growth,True,0.6667,"['dividend payer: yield=561.0%', 'reasonable P/E: P/E=7.0']",['earnings not growing']
CMCSA,magic_formula,Magic Formula,True,0.6464,['earnings yield rank 98%'],[]
CMCSA,acquirers_multiple,Acquirer's Multiple,True,0.8673,"['EV/EBIT=8.2', 'universe rank 87%']",[]
CMCSA,dreman_contrarian,Dreman Contrarian,True,0.9721,"['low P/E rank 100%', 'low P/B rank 95%', 'dividend rank 97%']",[]
CMCSA,piotroski_f,Piotroski F-Score,True,0.8889,"['F-Score=8/9', 'positive net income', 'positive operating cash flow', 'ROA improving', 'OCF > net income', 'leverage declining', 'current ratio improving', 'no share dilution', 'gross margin improving']",['asset turnover improving']
CMCSA,composite_value,Composite Value,True,0.8917,"['top-tier on trailing_pe (percentile 100%)', 'top-tier on price_to_book (percentile 100%)', 'top-tier on dividend_yield (percentile 83%)', 'top-tier on fcf_yield (percentile 70%)', 'top-tier on ev_ebitda (percentile 90%)']",[]
CMCSA,earnings_quality,Earnings Quality,False,0.6667,"['OCF/NI=1.68', 'ratio=-5.00%']",['weak free-cash conversion']
CMCSA,financial_health,Financial Health,False,0.6,"['leverage=36.3%', 'ratio=2.4', 'coverage=4.7x']","['high debt to equity', 'weak liquidity']"
CEG,graham_defensive,Graham Defensive,False,0.25,['Dividend payer: yield=62.00%'],"['P/E >= 15', 'valuation too rich on P/B or P/E×P/B', 'current ratio < 2']"
CEG,graham_enterprising,Graham Enterprising,True,1.0,"['P/E < 25: P/E=23.9', 'P/B < 3: P/B=2.97', 'Debt/equity < 100%: D/E=66%', 'ROE > 8%: ROE=16.1%', 'Positive earnings growth: growth=1091.0%']",[]
CEG,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)']
CEG,schloss,Schloss Low P/B,False,0.0,[],"['P/B too high', 'too much leverage']"
CEG,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']"
CEG,earnings_yield,Earnings Yield,False,0.3484,['E/P=4.2% (P/E=23.9)'],['earnings yield 4.2% below 8%']
CEG,fcf_yield,FCF Yield,False,0.0,['FCF yield=-4.6%'],['FCF yield -4.6% below 5%']
CEG,low_pe_high_yield,Low P/E + High Yield,False,0.5,['yield=62.0%'],['P/E not below 12.0']
CEG,lynch_peg,Lynch PEG,True,0.9781,"['PEG=0.02', 'growth=1091.0%']",[]
CEG,neff_pegy,Neff PEGY,True,0.9793,"['PEGY=0.02', 'growth=1091.0%', 'yield=62.0%']",[]
CEG,quality_value,Quality Value,False,0.6,"['ROE >= 12%: ROE=16.1%', 'Profit margin >= 5%: margin=12.7%', 'Debt/equity < 80%: D/E=66%']","['P/E >= 20', 'FCF yield below 3%']"
CEG,buffett_quality,Buffett Quality,True,0.75,"['ROE >= 15%: ROE=16.1%', 'margin >= 8%: margin=12.7%', 'P/E < 25.0: P/E=23.9']",['too much debt']
CEG,economic_moat,Economic Moat,False,0.25,['wide margin=12.7%'],"['ROE below 18%', 'ROA below 8%', 'leverage too high']"
CEG,high_dividend,High Dividend Yield,False,0.3,"['yield=62.0%', 'universe rank 30%']",['not in top quartile for yield']
CEG,dividend_growth,Dividend Growth,True,1.0,"['dividend payer: yield=62.0%', 'earnings growth: growth=1091.0%', 'reasonable P/E: P/E=23.9']",[]
CEG,magic_formula,Magic Formula,False,0.4627,['earnings yield rank 62%'],['below top half on combined Magic Formula rank']
CEG,acquirers_multiple,Acquirer's Multiple,False,0.5102,"['EV/EBIT=28.8', 'universe rank 51%']","['EV/EBIT 28.8 above 12.0', 'not in top 40% cheapest on EV/EBIT']"
CEG,dreman_contrarian,Dreman Contrarian,False,0.6004,['low P/B rank 80%'],"['P/E not in bottom quartile', 'dividend yield below median']"
CEG,piotroski_f,Piotroski F-Score,False,0.6667,"['F-Score=6/9', 'positive net income', 'positive operating cash flow', 'OCF > net income', 'leverage declining', 'no share dilution', 'asset turnover improving']","['F-Score 6/9 below 7', 'ROA improving', 'current ratio improving', 'gross margin improving']"
CEG,composite_value,Composite Value,False,0.3,['top-tier on fcf_yield (percentile 75%)'],[]
CEG,earnings_quality,Earnings Quality,False,0.6667,"['OCF/NI=1.83', 'ratio=-3.35%']",['weak free-cash conversion']
CEG,financial_health,Financial Health,True,1.0,"['D/E=66%', 'leverage=15.7%', 'CR=1.53', 'ratio=2.7', 'coverage=8.2x']",[]
CPRT,graham_defensive,Graham Defensive,False,0.25,['Current ratio >= 2: CR=7.61'],"['P/E >= 15', 'valuation too rich on P/B or P/E×P/B', 'no dividend']"
CPRT,graham_enterprising,Graham Enterprising,True,1.0,"['P/E < 25: P/E=16.9', 'P/B < 3: P/B=2.95', 'Debt/equity < 100%: D/E=1%', 'ROE > 8%: ROE=17.6%', 'Positive earnings growth: growth=2.3%']",[]
CPRT,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)']
CPRT,schloss,Schloss Low P/B,False,0.5,['D/E < 50.0%: D/E=1%'],['P/B too high']
CPRT,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']"
CPRT,earnings_yield,Earnings Yield,False,0.4921,['E/P=5.9% (P/E=16.9)'],['earnings yield 5.9% below 8%']
CPRT,fcf_yield,FCF Yield,False,0.3866,['FCF yield=3.9%'],['FCF yield 3.9% below 5%']
CPRT,low_pe_high_yield,Low P/E + High Yield,False,0.0,[],"['P/E not below 12.0', 'yield below 4%']"
CPRT,lynch_peg,Lynch PEG,False,0.0,"['PEG=7.36', 'growth=2.3%']","['growth 2.3% below 5% floor', 'PEG 7.36 >= 1.0']"
CPRT,neff_pegy,Neff PEGY,False,0.0,"['PEGY=nan', 'growth=2.3%', 'yield=nan%']",['PEGY nan >= 1.0']
CPRT,quality_value,Quality Value,True,1.0,"['ROE >= 12%: ROE=17.6%', 'Profit margin >= 5%: margin=33.5%', 'Debt/equity < 80%: D/E=1%', 'P/E < 20: P/E=16.9', 'FCF yield >= 3%: FCF yield=3.9%']",[]
CPRT,buffett_quality,Buffett Quality,True,1.0,"['ROE >= 15%: ROE=17.6%', 'D/E < 60.0%: D/E=1%', 'margin >= 8%: margin=33.5%', 'P/E < 25.0: P/E=16.9']",[]
CPRT,economic_moat,Economic Moat,True,0.75,"['solid ROA=15.4%', 'wide margin=33.5%', 'low leverage D/E=1%']",['ROE below 18%']
CPRT,high_dividend,High Dividend Yield,False,0.0,[],['could not rank yield']
CPRT,dividend_growth,Dividend Growth,False,0.3333,['reasonable P/E: P/E=16.9'],"['yield too low', 'earnings not growing']"
CPRT,magic_formula,Magic Formula,True,0.7573,"['earnings yield rank 95%', 'ROIC rank 57%']",[]
CPRT,acquirers_multiple,Acquirer's Multiple,False,0.8367,"['EV/EBIT=12.8', 'universe rank 84%']",['EV/EBIT 12.8 above 12.0']
CPRT,dreman_contrarian,Dreman Contrarian,True,0.8546,"['low P/E rank 90%', 'low P/B rank 81%']",[]
CPRT,piotroski_f,Piotroski F-Score,True,0.7778,"['F-Score=7/9', 'positive net income', 'positive operating cash flow', 'OCF > net income', 'leverage declining', 'current ratio improving', 'no share dilution', 'gross margin improving']","['ROA improving', 'asset turnover improving']"
CPRT,composite_value,Composite Value,True,0.9105,"['top-tier on trailing_pe (percentile 91%)', 'top-tier on price_to_book (percentile 100%)', 'top-tier on fcf_yield (percentile 82%)', 'top-tier on ev_ebitda (percentile 92%)']",['missing dividend_yield']
CPRT,earnings_quality,Earnings Quality,True,1.0,"['FCF/NI=0.64', 'OCF/NI=1.16', 'ratio=-2.45%']",[]
CPRT,financial_health,Financial Health,True,1.0,"['D/E=1%', 'leverage=1.0%', 'CR=8.42', 'ratio=-2.1', 'insufficient data — skipped']",[]
CRWV,graham_defensive,Graham Defensive,False,0.0,[],"['no positive trailing P/E', 'valuation too rich on P/B or P/E×P/B', 'current ratio < 2', 'no dividend']"
CRWV,graham_enterprising,Graham Enterprising,False,0.0,[],"['missing P/E', 'P/B >= 3', 'excessive leverage', 'ROE <= 8%', 'negative earnings growth']"
CRWV,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)']
CRWV,schloss,Schloss Low P/B,False,0.0,[],"['P/B too high', 'too much leverage']"
CRWV,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']"
CRWV,earnings_yield,Earnings Yield,False,1.0,['E/P=nan% (P/E=nan)'],['earnings yield nan% below 8%']
CRWV,fcf_yield,FCF Yield,False,0.0,['FCF yield=-21.8%'],['FCF yield -21.8% below 5%']
CRWV,low_pe_high_yield,Low P/E + High Yield,False,0.0,[],"['P/E not below 12.0', 'yield below 4%']"
CRWV,lynch_peg,Lynch PEG,False,0.0,"['PEG=nan', 'growth=nan%']",[]
CRWV,neff_pegy,Neff PEGY,False,0.0,"['PEGY=nan', 'growth=nan%', 'yield=nan%']",['PEGY nan >= 1.0']
CRWV,quality_value,Quality Value,False,0.0,[],"['ROE below 12%', 'thin margins', 'high leverage', 'missing P/E', 'FCF yield below 3%']"
CRWV,buffett_quality,Buffett Quality,False,0.0,[],"['ROE too low', 'too much debt', 'thin margins', 'missing P/E']"
CRWV,economic_moat,Economic Moat,False,0.0,[],"['ROE below 18%', 'ROA below 8%', 'margins below 12%', 'leverage too high']"
CRWV,high_dividend,High Dividend Yield,False,0.0,[],['could not rank yield']
CRWV,dividend_growth,Dividend Growth,False,0.0,[],"['yield too low', 'earnings not growing', 'P/E out of range']"
CRWV,magic_formula,Magic Formula,False,0.0863,[],['below top half on combined Magic Formula rank']
CRWV,acquirers_multiple,Acquirer's Multiple,False,0.0,[],['missing EV or EBIT']
CRWV,dreman_contrarian,Dreman Contrarian,False,0.0,[],['missing valuation data']
CRWV,piotroski_f,Piotroski F-Score,False,0.4444,"['F-Score=4/9', 'positive operating cash flow', 'ROA improving', 'OCF > net income', 'current ratio improving']","['F-Score 4/9 below 7', 'positive net income', 'leverage declining', 'no share dilution', 'gross margin improving', 'asset turnover improving']"
CRWV,composite_value,Composite Value,False,0.4738,"['top-tier on price_to_book (percentile 72%)', 'top-tier on ev_ebitda (percentile 74%)']","['missing trailing_pe', 'missing dividend_yield']"
CRWV,earnings_quality,Earnings Quality,False,0.5,['ratio=-8.57%'],['negative net income']
CRWV,financial_health,Financial Health,False,0.0,[],"['high debt to equity', 'high leverage', 'weak liquidity', 'high net debt/EBITDA', 'weak interest coverage']"
COST,graham_defensive,Graham Defensive,False,0.25,['Dividend payer: yield=63.00%'],"['P/E >= 15', 'valuation too rich on P/B or P/E×P/B', 'current ratio < 2']"
COST,graham_enterprising,Graham Enterprising,False,0.6,"['Debt/equity < 100%: D/E=60%', 'ROE > 8%: ROE=29.2%', 'Positive earnings growth: growth=45.5%']","['P/E >= 25', 'P/B >= 3']"
COST,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)']
COST,schloss,Schloss Low P/B,False,0.0,[],"['P/B too high', 'too much leverage']"
COST,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']"
COST,earnings_yield,Earnings Yield,False,0.1791,['E/P=2.1% (P/E=46.5)'],['earnings yield 2.1% below 8%']
COST,fcf_yield,FCF Yield,False,0.1677,['FCF yield=1.7%'],['FCF yield 1.7% below 5%']
COST,low_pe_high_yield,Low P/E + High Yield,False,0.5,['yield=63.0%'],['P/E not below 12.0']
COST,lynch_peg,Lynch PEG,False,0.0,"['PEG=1.02', 'growth=45.5%']",['PEG 1.02 >= 1.0']
COST,neff_pegy,Neff PEGY,True,0.5713,"['PEGY=0.43', 'growth=45.5%', 'yield=63.0%']",[]
COST,quality_value,Quality Value,False,0.4,"['ROE >= 12%: ROE=29.2%', 'Debt/equity < 80%: D/E=60%']","['thin margins', 'P/E >= 20', 'FCF yield below 3%']"
COST,buffett_quality,Buffett Quality,False,0.25,['ROE >= 15%: ROE=29.2%'],"['too much debt', 'thin margins', 'P/E too high']"
COST,economic_moat,Economic Moat,False,0.5,"['high ROE=29.2%', 'solid ROA=10.5%']","['margins below 12%', 'leverage too high']"
COST,high_dividend,High Dividend Yield,False,0.3167,"['yield=63.0%', 'universe rank 32%']",['not in top quartile for yield']
COST,dividend_growth,Dividend Growth,True,0.6667,"['dividend payer: yield=63.0%', 'earnings growth: growth=45.5%']",['P/E out of range']
COST,magic_formula,Magic Formula,True,0.588,['ROIC rank 75%'],[]
COST,acquirers_multiple,Acquirer's Multiple,False,0.3163,"['EV/EBIT=39.8', 'universe rank 32%']","['EV/EBIT 39.8 above 12.0', 'not in top 40% cheapest on EV/EBIT']"
COST,dreman_contrarian,Dreman Contrarian,False,0.2879,[],"['P/E not in bottom quartile', 'P/B not cheap vs universe', 'dividend yield below median']"
COST,piotroski_f,Piotroski F-Score,True,0.7778,"['F-Score=7/9', 'positive net income', 'positive operating cash flow', 'OCF > net income', 'leverage declining', 'current ratio improving', 'no share dilution', 'gross margin improving']","['ROA improving', 'asset turnover improving']"
COST,composite_value,Composite Value,False,0.1488,[],[]
COST,earnings_quality,Earnings Quality,True,1.0,"['FCF/NI=0.86', 'OCF/NI=1.65', 'ratio=-6.79%']",[]
COST,financial_health,Financial Health,False,0.8,"['D/E=60%', 'leverage=10.6%', 'ratio=-0.1', 'coverage=67.4x']",['weak liquidity']
CRWD,graham_defensive,Graham Defensive,False,0.0,[],"['no positive trailing P/E', 'valuation too rich on P/B or P/E×P/B', 'current ratio < 2', 'no dividend']"
CRWD,graham_enterprising,Graham Enterprising,False,0.2,['Debt/equity < 100%: D/E=18%'],"['missing P/E', 'P/B >= 3', 'ROE <= 8%', 'negative earnings growth']"
CRWD,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)']
CRWD,schloss,Schloss Low P/B,False,0.5,['D/E < 50.0%: D/E=18%'],['P/B too high']
CRWD,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']"
CRWD,earnings_yield,Earnings Yield,False,1.0,['E/P=nan% (P/E=nan)'],['earnings yield nan% below 8%']
CRWD,fcf_yield,FCF Yield,False,0.1032,['FCF yield=1.0%'],['FCF yield 1.0% below 5%']
CRWD,low_pe_high_yield,Low P/E + High Yield,False,0.0,[],"['P/E not below 12.0', 'yield below 4%']"
CRWD,lynch_peg,Lynch PEG,False,0.0,"['PEG=nan', 'growth=nan%']",[]
CRWD,neff_pegy,Neff PEGY,False,0.0,"['PEGY=nan', 'growth=nan%', 'yield=nan%']",['PEGY nan >= 1.0']
CRWD,quality_value,Quality Value,False,0.2,['Debt/equity < 80%: D/E=18%'],"['ROE below 12%', 'thin margins', 'missing P/E', 'FCF yield below 3%']"
CRWD,buffett_quality,Buffett Quality,False,0.25,['D/E < 60.0%: D/E=18%'],"['ROE too low', 'thin margins', 'missing P/E']"
CRWD,economic_moat,Economic Moat,False,0.25,['low leverage D/E=18%'],"['ROE below 18%', 'ROA below 8%', 'margins below 12%']"
CRWD,high_dividend,High Dividend Yield,False,0.0,[],['could not rank yield']
CRWD,dividend_growth,Dividend Growth,False,0.0,[],"['yield too low', 'earnings not growing', 'P/E out of range']"
CRWD,magic_formula,Magic Formula,False,0.0458,[],['below top half on combined Magic Formula rank']
CRWD,acquirers_multiple,Acquirer's Multiple,False,0.0,[],['missing EV or EBIT']
CRWD,dreman_contrarian,Dreman Contrarian,False,0.0,[],['missing valuation data']
CRWD,piotroski_f,Piotroski F-Score,False,0.4444,"['F-Score=4/9', 'positive operating cash flow', 'OCF > net income', 'leverage declining', 'current ratio improving']","['F-Score 4/9 below 7', 'positive net income', 'ROA improving', 'no share dilution', 'gross margin improving', 'asset turnover improving']"
CRWD,composite_value,Composite Value,False,0.187,[],"['missing trailing_pe', 'missing dividend_yield']"
CRWD,earnings_quality,Earnings Quality,False,0.5,['ratio=-16.01%'],['negative net income']
CRWD,financial_health,Financial Health,True,0.8,"['D/E=18%', 'leverage=7.4%', 'CR=1.77', 'ratio=-62.9']",['weak interest coverage']
CSX,graham_defensive,Graham Defensive,False,0.25,['Dividend payer: yield=106.00%'],"['P/E >= 15', 'valuation too rich on P/B or P/E×P/B', 'current ratio < 2']"
CSX,graham_enterprising,Graham Enterprising,False,0.4,"['ROE > 8%: ROE=24.4%', 'Positive earnings growth: growth=22.7%']","['P/E >= 25', 'P/B >= 3', 'excessive leverage']"
CSX,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)']
CSX,schloss,Schloss Low P/B,False,0.0,[],"['P/B too high', 'too much leverage']"
CSX,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']"
CSX,earnings_yield,Earnings Yield,False,0.2724,['E/P=3.3% (P/E=30.6)'],['earnings yield 3.3% below 8%']
CSX,fcf_yield,FCF Yield,False,0.1981,['FCF yield=2.0%'],['FCF yield 2.0% below 5%']
CSX,low_pe_high_yield,Low P/E + High Yield,False,0.5,['yield=106.0%'],['P/E not below 12.0']
CSX,lynch_peg,Lynch PEG,False,0.0,"['PEG=1.35', 'growth=22.7%']",['PEG 1.35 >= 1.0']
CSX,neff_pegy,Neff PEGY,True,0.7623,"['PEGY=0.24', 'growth=22.7%', 'yield=106.0%']",[]
CSX,quality_value,Quality Value,False,0.4,"['ROE >= 12%: ROE=24.4%', 'Profit margin >= 5%: margin=22.2%']","['high leverage', 'P/E >= 20', 'FCF yield below 3%']"
CSX,buffett_quality,Buffett Quality,False,0.5,"['ROE >= 15%: ROE=24.4%', 'margin >= 8%: margin=22.2%']","['too much debt', 'P/E too high']"
CSX,economic_moat,Economic Moat,False,0.5,"['high ROE=24.4%', 'wide margin=22.2%']","['ROA below 8%', 'leverage too high']"
CSX,high_dividend,High Dividend Yield,False,0.4833,"['yield=106.0%', 'universe rank 48%']",['not in top quartile for yield']
CSX,dividend_growth,Dividend Growth,True,0.6667,"['dividend payer: yield=106.0%', 'earnings growth: growth=22.7%']",['P/E out of range']
CSX,magic_formula,Magic Formula,True,0.544,['earnings yield rank 71%'],[]
CSX,acquirers_multiple,Acquirer's Multiple,False,0.602,"['EV/EBIT=24.7', 'universe rank 60%']",['EV/EBIT 24.7 above 12.0']
CSX,dreman_contrarian,Dreman Contrarian,False,0.5371,[],"['P/E not in bottom quartile', 'P/B not cheap vs universe', 'dividend yield below median']"
CSX,piotroski_f,Piotroski F-Score,False,0.5556,"['F-Score=5/9', 'positive net income', 'positive operating cash flow', 'OCF > net income', 'leverage declining', 'no share dilution']","['F-Score 5/9 below 7', 'ROA improving', 'current ratio improving', 'gross margin improving', 'asset turnover improving']"
CSX,composite_value,Composite Value,False,0.5473,['top-tier on ev_ebitda (percentile 75%)'],[]
CSX,earnings_quality,Earnings Quality,True,1.0,"['FCF/NI=0.68', 'OCF/NI=1.60', 'ratio=-3.95%']",[]
CSX,financial_health,Financial Health,False,0.6,"['leverage=44.3%', 'ratio=2.6', 'coverage=5.6x']","['high debt to equity', 'weak liquidity']"
DDOG,graham_defensive,Graham Defensive,False,0.25,['Current ratio >= 2: CR=3.40'],"['P/E >= 15', 'valuation too rich on P/B or P/E×P/B', 'no dividend']"
DDOG,graham_enterprising,Graham Enterprising,False,0.4,"['Debt/equity < 100%: D/E=32%', 'Positive earnings growth: growth=104.0%']","['P/E >= 25', 'P/B >= 3', 'ROE <= 8%']"
DDOG,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)']
DDOG,schloss,Schloss Low P/B,False,0.5,['D/E < 50.0%: D/E=32%'],['P/B too high']
DDOG,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']"
DDOG,earnings_yield,Earnings Yield,False,0.0132,['E/P=0.2% (P/E=633.0)'],['earnings yield 0.2% below 8%']
DDOG,fcf_yield,FCF Yield,False,0.1066,['FCF yield=1.1%'],['FCF yield 1.1% below 5%']
DDOG,low_pe_high_yield,Low P/E + High Yield,False,0.0,[],"['P/E not below 12.0', 'yield below 4%']"
DDOG,lynch_peg,Lynch PEG,False,0.0,"['PEG=6.09', 'growth=104.0%']",['PEG 6.09 >= 1.0']
DDOG,neff_pegy,Neff PEGY,False,0.0,"['PEGY=nan', 'growth=104.0%', 'yield=nan%']",['PEGY nan >= 1.0']
DDOG,quality_value,Quality Value,False,0.2,['Debt/equity < 80%: D/E=32%'],"['ROE below 12%', 'thin margins', 'P/E >= 20', 'FCF yield below 3%']"
DDOG,buffett_quality,Buffett Quality,False,0.25,['D/E < 60.0%: D/E=32%'],"['ROE too low', 'thin margins', 'P/E too high']"
DDOG,economic_moat,Economic Moat,False,0.25,['low leverage D/E=32%'],"['ROE below 18%', 'ROA below 8%', 'margins below 12%']"
DDOG,high_dividend,High Dividend Yield,False,0.0,[],['could not rank yield']
DDOG,dividend_growth,Dividend Growth,False,0.3333,['earnings growth: growth=104.0%'],"['yield too low', 'P/E out of range']"
DDOG,magic_formula,Magic Formula,False,0.0864,[],['below top half on combined Magic Formula rank']
DDOG,acquirers_multiple,Acquirer's Multiple,False,0.0,[],['missing EV or EBIT']
DDOG,dreman_contrarian,Dreman Contrarian,False,0.0964,[],"['P/E not in bottom quartile', 'P/B not cheap vs universe']"
DDOG,piotroski_f,Piotroski F-Score,False,0.6667,"['F-Score=6/9', 'positive net income', 'positive operating cash flow', 'OCF > net income', 'leverage declining', 'current ratio improving', 'asset turnover improving']","['F-Score 6/9 below 7', 'ROA improving', 'no share dilution', 'gross margin improving']"
DDOG,composite_value,Composite Value,False,0.2038,[],['missing dividend_yield']
DDOG,earnings_quality,Earnings Quality,True,1.0,"['FCF/NI=8.69', 'OCF/NI=9.75', 'ratio=-14.18%']",[]
DDOG,financial_health,Financial Health,True,0.8,"['D/E=32%', 'leverage=19.3%', 'CR=3.38', 'ratio=-100.3']",['weak interest coverage']
DXCM,graham_defensive,Graham Defensive,False,0.0,[],"['P/E >= 15', 'valuation too rich on P/B or P/E×P/B', 'current ratio < 2', 'no dividend']"
DXCM,graham_enterprising,Graham Enterprising,False,0.6,"['Debt/equity < 100%: D/E=47%', 'ROE > 8%: ROE=35.6%', 'Positive earnings growth: growth=92.2%']","['P/E >= 25', 'P/B >= 3']"
DXCM,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)']
DXCM,schloss,Schloss Low P/B,False,0.5,['D/E < 50.0%: D/E=47%'],['P/B too high']
DXCM,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']"
DXCM,earnings_yield,Earnings Yield,False,0.2761,['E/P=3.3% (P/E=30.2)'],['earnings yield 3.3% below 8%']
DXCM,fcf_yield,FCF Yield,False,0.3828,['FCF yield=3.8%'],['FCF yield 3.8% below 5%']
DXCM,low_pe_high_yield,Low P/E + High Yield,False,0.0,[],"['P/E not below 12.0', 'yield below 4%']"
DXCM,lynch_peg,Lynch PEG,True,0.6726,"['PEG=0.33', 'growth=92.2%']",[]
DXCM,neff_pegy,Neff PEGY,False,0.0,"['PEGY=nan', 'growth=92.2%', 'yield=nan%']",['PEGY nan >= 1.0']
DXCM,quality_value,Quality Value,True,0.8,"['ROE >= 12%: ROE=35.6%', 'Profit margin >= 5%: margin=19.3%', 'Debt/equity < 80%: D/E=47%', 'FCF yield >= 3%: FCF yield=3.8%']",['P/E >= 20']
DXCM,buffett_quality,Buffett Quality,False,0.75,"['ROE >= 15%: ROE=35.6%', 'D/E < 60.0%: D/E=47%', 'margin >= 8%: margin=19.3%']",['P/E too high']
DXCM,economic_moat,Economic Moat,True,1.0,"['high ROE=35.6%', 'solid ROA=13.2%', 'wide margin=19.3%', 'low leverage D/E=47%']",[]
DXCM,high_dividend,High Dividend Yield,False,0.0,[],['could not rank yield']
DXCM,dividend_growth,Dividend Growth,False,0.3333,['earnings growth: growth=92.2%'],"['yield too low', 'P/E out of range']"
DXCM,magic_formula,Magic Formula,True,0.6395,"['earnings yield rank 61%', 'ROIC rank 67%']",[]
DXCM,acquirers_multiple,Acquirer's Multiple,False,0.5,"['EV/EBIT=29.1', 'universe rank 50%']","['EV/EBIT 29.1 above 12.0', 'not in top 40% cheapest on EV/EBIT']"
DXCM,dreman_contrarian,Dreman Contrarian,False,0.524,[],"['P/E not in bottom quartile', 'P/B not cheap vs universe']"
DXCM,piotroski_f,Piotroski F-Score,True,0.8889,"['F-Score=8/9', 'positive net income', 'positive operating cash flow', 'ROA improving', 'OCF > net income', 'leverage declining', 'current ratio improving', 'no share dilution', 'asset turnover improving']",['gross margin improving']
DXCM,composite_value,Composite Value,False,0.5547,[],['missing dividend_yield']
DXCM,earnings_quality,Earnings Quality,True,1.0,"['FCF/NI=1.26', 'OCF/NI=1.72', 'ratio=-9.53%']",[]
DXCM,financial_health,Financial Health,True,1.0,"['D/E=47%', 'leverage=21.9%', 'CR=1.88', 'ratio=-0.8', 'coverage=49.8x']",[]
FANG,graham_defensive,Graham Defensive,False,0.25,['Dividend payer: yield=214.00%'],"['P/E >= 15', 'valuation too rich on P/B or P/E×P/B', 'current ratio < 2']"
FANG,graham_enterprising,Graham Enterprising,False,0.4,"['P/B < 3: P/B=1.58', 'Debt/equity < 100%: D/E=33%']","['P/E >= 25', 'ROE <= 8%', 'negative earnings growth']"
FANG,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)']
FANG,schloss,Schloss Low P/B,False,0.5,['D/E < 50.0%: D/E=33%'],['P/B too high']
FANG,deep_value,Deep Value,False,0.5,['EV/EBITDA=7.6'],['P/B not below 1.0']
FANG,earnings_yield,Earnings Yield,False,0.0399,['E/P=0.5% (P/E=208.9)'],['earnings yield 0.5% below 8%']
FANG,fcf_yield,FCF Yield,False,0.2427,['FCF yield=2.4%'],['FCF yield 2.4% below 5%']
FANG,low_pe_high_yield,Low P/E + High Yield,False,0.5,['yield=214.0%'],['P/E not below 12.0']
FANG,lynch_peg,Lynch PEG,False,0.2,[],['missing or negative earnings growth']
FANG,neff_pegy,Neff PEGY,False,0.0,"['PEGY=1.81', 'growth=-98.4%', 'yield=214.0%']",['PEGY 1.81 >= 1.0']
FANG,quality_value,Quality Value,False,0.2,['Debt/equity < 80%: D/E=33%'],"['ROE below 12%', 'thin margins', 'P/E >= 20', 'FCF yield below 3%']"
FANG,buffett_quality,Buffett Quality,False,0.25,['D/E < 60.0%: D/E=33%'],"['ROE too low', 'thin margins', 'P/E too high']"
FANG,economic_moat,Economic Moat,False,0.25,['low leverage D/E=33%'],"['ROE below 18%', 'ROA below 8%', 'margins below 12%']"
FANG,high_dividend,High Dividend Yield,False,0.65,"['yield=214.0%', 'universe rank 65%']",['not in top quartile for yield']
