run_at,ticker,signal,signal_rank,conviction_score,data_quality_score
2026-07-18T18:11:18.467372+00:00,1378.HK,strong_buy,4,0.0,0.95
2026-07-18T18:11:18.467372+00:00,1099.HK,strong_buy,4,0.0,0.95
2026-07-18T18:11:18.467372+00:00,2331.HK,strong_buy,4,0.0,0.95
2026-07-18T18:11:18.467372+00:00,1044.HK,strong_buy,4,0.0,0.95
2026-07-18T18:11:18.467372+00:00,6618.HK,buy,3,0.0,0.9
2026-07-18T18:11:18.467372+00:00,2313.HK,buy,3,0.0,0.95
2026-07-18T18:11:18.467372+00:00,0285.HK,buy,3,0.0,0.95
2026-07-18T18:11:18.467372+00:00,1093.HK,buy,3,0.0,0.9
2026-07-18T18:11:18.467372+00:00,2618.HK,buy,3,0.0,0.85
2026-07-18T18:11:18.467372+00:00,0883.HK,buy,3,0.0,0.95
2026-07-18T18:11:18.467372+00:00,9961.HK,buy,3,0.0,0.9
2026-07-18T18:11:18.467372+00:00,2382.HK,buy,3,0.0,0.95
2026-07-18T18:11:18.467372+00:00,0316.HK,buy,3,0.0,0.95
2026-07-18T18:11:18.467372+00:00,0968.HK,buy,3,0.0,0.95
2026-07-18T18:11:18.467372+00:00,0027.HK,buy,3,0.0,0.95
2026-07-18T18:11:18.467372+00:00,0288.HK,buy,3,0.0,0.95
2026-07-18T18:11:18.467372+00:00,0857.HK,buy,3,0.0,0.95
2026-07-18T18:11:18.467372+00:00,1113.HK,buy,3,0.0,0.95
2026-07-18T18:11:18.467372+00:00,6862.HK,buy,3,0.0,0.95
2026-07-18T18:11:18.467372+00:00,0762.HK,hold,2,0.0,0.85
2026-07-18T18:11:18.467372+00:00,2688.HK,hold,2,0.0,0.95
2026-07-18T18:11:18.467372+00:00,0881.HK,hold,2,0.0,0.9
2026-07-18T18:11:18.467372+00:00,0939.HK,hold,2,0.0,0.65
2026-07-18T18:11:18.467372+00:00,6690.HK,hold,2,0.0,0.95
2026-07-18T18:11:18.467372+00:00,0267.HK,hold,2,0.0,0.95
2026-07-18T18:11:18.467372+00:00,1398.HK,hold,2,0.0,0.65
2026-07-18T18:11:18.467372+00:00,1997.HK,hold,2,0.0,0.9
2026-07-18T18:11:18.467372+00:00,0386.HK,hold,2,0.0,0.95
2026-07-18T18:11:18.467372+00:00,3988.HK,hold,2,0.0,0.65
2026-07-18T18:11:18.467372+00:00,0941.HK,hold,2,0.0,0.95
2026-07-18T18:11:18.467372+00:00,0101.HK,hold,2,0.0,0.95
2026-07-18T18:11:18.467372+00:00,2318.HK,hold,2,0.0,0.9
2026-07-18T18:11:18.467372+00:00,0836.HK,hold,2,0.0,0.95
2026-07-18T18:11:18.467372+00:00,3968.HK,hold,2,0.0,0.65
2026-07-18T18:11:18.467372+00:00,2628.HK,hold,2,0.0,0.85
2026-07-18T18:11:18.467372+00:00,1876.HK,hold,2,0.0,0.85
2026-07-18T18:11:18.467372+00:00,0175.HK,hold,2,0.0,0.9
2026-07-18T18:11:18.467372+00:00,0322.HK,hold,2,0.0,0.95
2026-07-18T18:11:18.467372+00:00,1810.HK,hold,2,0.0,0.9
